//Input. Needs to be first e.g [I] replaced by click or tap,
Click,Clique
BasePropBattleMonkeyDescription,"Singe de Territoire contesté, prêt pour l'action ! [Emplacement d'île]"
BuildingPropBattleTowerDescription,Toute aventure en Territoire contesté requiert une base robuste. [Emplacement de bâtiment principal]
Neutral,Neutre
TilesCaptured,Cases capturées :
CTPointsEarnt,Points TC gagnés :
TeamTrophiesEarnt,Trophées d'équipe gagnés :
RelicsUnlocked,Reliques débloquées :
EventEnded,Événement terminé
NextEventIn,Prochain événement dans :
SecondsAgo,Il y a quelques secondes
1MinuteAgo,Il y a 1 minute
MinutesAgo,Il y a {0} minutes
1HourAgo,Il y a 1 heure
HoursAgo,Il y a {0} heures
1DayAgo,Il y a 1 jour
XDaysAgo,Il y a {0} jours
TeamSettingDisbandedTitle,Dissoute
Incoming,Entrantes
Outgoing,Sortantes
RoundsCount,Manches : {0}
Relics,Reliques
TeamFlair,Panache d'équipe
RefreshesIn,Actualisation dans : {0}
DailyPower,Pouvoir quotidien
EventRelic1,Relique d'événement 1
EventRelic2,Relique d'événement 2
EventRelic3,Relique d'événement 3
Vote,Vote
InventoryEmpty,Inventaire vide
Blocked,Bloqué
ShowOnlineStatus,Afficher le statut de connexion
Invisible,Invisible
NexusTitle,Soutien de créateur
NexusDescription,Soutenez votre créateur préféré de Bloons TD 6 en saisissant son code de créateur ici. Tout achat que vous effectuez en jeu soutiendra ce créateur ainsi que l'équipe de développement de Ninja Kiwi !
TimeAttackPowersDisabled,Les pouvoirs sont désactivés dans le mode Contre la montre.
Funded,Financé(e)
UnlocksIn,Débloqué(e) dans : {0}
TimeRemaining,Temps restant : {0}
TeamInviteAlreadySent,L'invitation d'équipe a déjà été envoyée
Captured,Capturée !
DisabledFriendInvites,Ce joueur a désactivé les invitations d'amis
ItemFunded,Article financé !
Now,Maintenant
Players,Joueurs
LocalRewards,Récompenses locales
GlobalRewards,Récompenses mondiales
RewardsTop10,Top 10
RewardsTop20,Top 20
RewardsTop40,Top 40
RewardsTop60,Top 60
RewardsTopX,Top {0}
Rank5th,5e
Rank6th,6e
TeamName,Nom d'équipe
CTPoints,Points TC
Contribute,Contribuer
ContributeTrophies,Contribuer trophées
ColorblindEnabled,Mode daltonien activé !
ColorblindDisabled,Mode daltonien désactivé
Local,Local
KickPending,Expulsion en attente
SentryParagonGreen,Parangon sentinelle vert
SentryParagonRed,Parangon sentinelle rouge
SentryParagonBlue,Parangon sentinelle bleu
TeamManagement,Gestion d'équipe
ERR_FEATURE_TEMPORARILY_UNAVAILABLE,"Cette fonctionnalité n'est pas disponible parce que votre compte a été signalé. Pour plus d'infos, consultez https://ninja.kiwi/ffgpd7"
PlayerWillBeRemoved,Le joueur sera retiré de l'équipe lorsque l'événement TC en cours sera terminé
Epic login,"Connexion au compte Epic, vérification des autorisations"
FriendScreenErrorTeamInviteMaxInvitesSent,"Nombre maximum d'invitations envoyé, veuillez réessayer plus tard"
CantJoinTeamFromSameCT,Impossible de rejoindre une équipe de la même instance TC à laquelle vous participiez la dernière fois
RemovedFromTeam,Vous avez été retiré(e) de votre équipe. Veuillez rejoindre une autre équipe et réessayer
TileNoLongerAccessible,Cette case n'est plus accessible. Veuillez actualiser TC et réessayer
CTTilesHeld,Cases détenues
CTPointsProjected,Projection de points
ConfirmCancelRequest,Êtes-vous vraiment sûr(e) de vouloir annuler votre demande ?
CouchCoop,Coop canapé
TeamTicketUsed,Ticket d'équipe utilisé
PersonalTicketUsed,Ticket personnel utilisé
TeamScreenCodeHidden,Code d'équipe caché
ERR_ANOTHER_REQUEST_PENDING,Une autre demande est déjà en cours
QuickJoinSearchForTeam,Recherche d'une équipe à rejoindre...
QuickJoinJoiningTeam,En train de rejoindre une équipe...
QuickJoinCancel,Annulation...
MidnightMansion,Manoir de minuit
CoveredGarden,Jardin couvert
MonkeyAce Paragon,Navire de la mort Goliath
MonkeyAce Paragon Description,Une ombre ténébreuse volante qui signifie l'annihilation de Bloons.
CreateOrJoinTeamLeaveFirst,Vous faites déjà partie d'une équipe.
TeamMsgBannerTileLost,Une de vos cases bannière a été capturée par {0}. Reprenez-la dès maintenant !
CTPlayerPopupNoData,Entrez dans TC pour charger ces données
HeroesJoanOfArcAdoraPetDragonName,Compagnon dragon de Jeanne d'Arc
HeroesJoanOfArcAdoraPetDragonShortName,Compagnon dragon de Jeanne d'Arc
HeroesJoanOfArcAdoraPetDragonDescription,Pas besoin d'être une sainte pour savoir à quel point chaque partie sera plus amusante avec ce bébé dragon d'or à vos côtés. Adora Jeanne d'Arc uniquement
TowerPetMonkeyAceDragonflyName,Compagnon libellule de singe pilote d'élite
TowerPetMonkeyAceDragonflyShortName,Compagnon libellule de pilote d'élite
TowerPetMonkeyAceDragonflyDescription,Le compagnon agile du singe pilote d'élite bourdonne le long de la piste pour qu'elle soit prête pour le retour triomphal du pilote d'élite !
BloonsDDTSkinSpiderName,DDT araignée
BloonsDDTSkinSpiderShortName,DDT araignée
BloonsDDTSkinSpiderDescription,Faites ressembler le DDT à une araignée qui se faufile le long du circuit. Là vous le voyez... là c'est Game Over ! Pièce de collection à durée limitée !
CoopEmoteAnimationPsighName,Émoticône Psoupir
CoopEmoteAnimationPsighShortName,Psoupir
CoopEmoteAnimationPsighDescription,"Ce psoupir transmettra par télépathie ce mélange subtil de déception, d'irritation et de résignation. Nous vous voyons, joueur 3."
GameUIProfileBanner17Name,Bannière de profil Grand maître ninja
GameUIProfileBanner17ShortName,Bannière Grand maître ninja
GameUIProfileBanner17Description,Bannière gagnante par LordTeddington
GameUIProfileBanner18Name,Bannière de profil Mousse d'ingénieur
GameUIProfileBanner18ShortName,Bannière Mousse d'ingénieur
GameUIProfileBanner18Description,Bannière gagnante par DREAD_LEAD
GameUIPowerSkinGlueTrapHoneyTrapName,Pouvoir personnalisé - Piège à colle à abeilles
GameUIPowerSkinGlueTrapHoneyTrapShortName,Piège à abeilles
GameUIPowerSkinGlueTrapHoneyTrapDescription,Même un Bloon ralentit lorsqu'il est couvert d'abeilles !
GameUIPowerSkinBananaFarmerBananaCostumeName,Pouvoir personnalisé - Costume de banane de cultivateur de bananes
GameUIPowerSkinBananaFarmerBananaCostumeShortName,Costume de cultivateur de bananes
GameUIPowerSkinBananaFarmerBananaCostumeDescription,"Trop de banane, une telle chose est-elle possible ? « Crévindiou, non ! » répond le cultivateur de bananes. Obtenez le costume de banane du cultivateur de bananes pour rendre la culture de bananes un poil plus banananesque."
GameUIProfileAvatar63Name,Avatar personnalisé - Le cri
GameUIProfileAvatar63ShortName,Avatar Le cri
GameUIProfileAvatar63Description,Seul un singe fou aurait pu peindre cela. Pièce de collection à durée limitée !
GameUIProfileBanner19Name,Bannière de profil Patchwork
GameUIProfileBanner19ShortName,Bannière Patchwork
GameUIProfileBanner19Description,Pelotonnez-vous sous un dessus de lit en patchwork avec une tasse de chocolat chaud... Ou équipez simplement cette bannière douillette.
GameUIProfileBanner20Name,Bannière de profil Rayons de soleil
GameUIProfileBanner20ShortName,Bannière Rayons de soleil
GameUIProfileBanner20Description,Démontrez votre radieuse brillance stratégique avec cette bannière ensoleillée.
GameUIProfileBanner21Name,Bannière de profil Étoile rayonnante
GameUIProfileBanner21ShortName,Bannière Étoile rayonnante
GameUIProfileBanner21Description,"Certains pensent que les étoiles sont des boules de gaz lointaines si énormes que leur gravité immense alimente la fusion nucléaire en leur cœur. Tout ce que nous savons, c'est qu'elles sont jolies et qu'elles brillent."
GameUIProfileBanner22Name,Profil de bannière Couloir hanté
GameUIProfileBanner22ShortName,Bannière Couloir hanté
GameUIProfileBanner22Description,Terreur-isez votre profil avec la bannière de profil Couloir hanté. Griffures sinistres et portraits torturés pour commémorer ou commisérer Halloween. Pièce de collection à durée limitée !
GameUIProfileAvatar64Name,Avatar personnalisé - Cervelle de singe
GameUIProfileAvatar64ShortName,Avatar Cervelle de singe
GameUIProfileAvatar64Description,"Une silhouette décrépite enveloppée dans des bandages effilochés, en quête de délicieuse CERVELLE !!! Pièce de collection à durée limitée !"
TeamsBanner7Name,Bannière Frénésie de compagnons
TeamsBanner7ShortName,Bannière Frénésie de compagnons
TeamsBanner7Description,C'est une fête fantaisiste pour compagnons ! Équipez cette bannière pour célébrer les compagnons de Bloons TD 6 !
TeamsBanner8Name,Bannière Territoire contesté
TeamsBanner8ShortName,Bannière Territoire contesté
TeamsBanner8Description,Équipez cette bannière pour montrer à quel point vous êtes dévoué(e) à la capture de cases hexagonales. Rouge vs Bleu n'a jamais été aussi beau.
TeamsEmblemIcon13Name,Icône Kiwi kung-fu
TeamsEmblemIcon13ShortName,Icône Kiwi kung-fu
TeamsEmblemIcon13Description,Surprenez vos adversaires avec un coup de pied aérien de votre oiseau incapable de voler préféré.
TeamsEmblemIcon14Name,Icône Œil qui voit tout
TeamsEmblemIcon14ShortName,Icône Œil qui voit tout
TeamsEmblemIcon14Description,Équipez cette icône d'équipe et vos adversaires douteront de chacune de leurs décisions.
TeamsEmblemFrame10Name,Cadre Parchemin de ninja
TeamsEmblemFrame10ShortName,Cadre Parchemin de ninja
TeamsEmblemFrame10Description,Un cadre pour montrer le dévouement de votre équipe pour l'art ancien du ninja.
TeamsEmblemFrame11Name,Cadre Cognition
TeamsEmblemFrame11ShortName,Cadre Cognition
TeamsEmblemFrame11Description,Faites part des connaissances supérieures de votre équipe en termes d'éclatement de Bloons avec le cadre Cognition.
BasePropPirateCrewMonkeyName,Singe d'équipage pirate
BasePropPirateCrewMonkeyShortName,Singe d'équipage pirate
BasePropPirateCrewMonkeyDescription,Yar ! Souhaitez la bienvenue à cette fripouille dans votre base de Territoires contestés et les autres équipes repartiront avec leurs voiles à leur cou. [Emplacement d'île]
BasePropTelescopeName,Télescope réfracteur
BasePropTelescopeShortName,Télescope réfracteur
BasePropTelescopeDescription,"Admirez les merveilles de l'univers ou faites juste croire aux équipes adverses qu'en les espionnant, la victoire ne peut vous échapper. [Emplacement d'île]"
BuildingPropCastleName,Bâtiment château fortifié
BuildingPropCastleShortName,Bâtiment château fortifié
BuildingPropCastleDescription,Jouez au seigneur sur votre île et obligez les autres équipes à vous prêter allégeance avec ce magnifique édifice médiéval pour vous servir de base. [Emplacement de bâtiment principal]
WaterPropMiniPirateBoatName,Mini bateau pirate
WaterPropMiniPirateBoatShortName,Mini bateau pirate
WaterPropMiniPirateBoatDescription,"Pendant que les autres équipes vous regardent vous emparer de leurs cases, utilisez ce mini bateau maousse pour leur faire comprendre que vous pillez leur trésor. [Emplacement aquatique]"
FlyingPropMoonRabbitName,Lapin lunaire
FlyingPropMoonRabbitShortName,Lapin lunaire
FlyingPropMoonRabbitDescription,"Dans Territoires contestés, tout est question de capture, et cet adorable Lapin lunaire capturera l'imagination de tous. [Emplacement aérien]"
Deselect,Désélectionner
CTDailyTitle,Bonus quotidien
CTDailySubtitle,Tickets de joueurs du jour
CTDailyDescription,Lorsqu'un ticket de joueur est utilisé pour capturer une case
CTDailyTrophies,Trophées bonus quotidiens
TileRecap,Récapitulatif des cases
PlusCTPoints,+{0} Points TC
CTRulesInfoSubtitle,"Bienvenue dans Territoires contestés ! Travaillez en tant qu'équipe, capturez des cases, grimpez au sommet des classements et gagnez de super récompenses !"
CTRulesInfoSectionOne,• Les tickets de capture ne sont utilisés que si vous capturez une case. Ils sont actualisés toutes les 24 heures.
CTRulesInfoSectionTwo,• Les tickets de capture non utilisés seront placés dans un pot commun de tickets que les autres membres de l'équipe pourront utiliser le jour suivant. Les tickets d'équipe ne contribuent pas à la position individuelle au classement.
CTRulesInfoSectionThree,"• Une fois les cases capturées, les scores des cases se dégraderont lentement au fil du temps, jusqu'à ce que la case finisse par devenir neutre."
CTRulesInfoSectionFour,"• Les points TC sont obtenus lorsque vous capturez une case et pour chaque heure où vous continuez à détenir une case. Les points TC déterminent votre place personnelle et celle de votre équipe au classement, alors capturez des cases aussi souvent que vou"
CTRulesInfoSectionFive,• Les cases bannière sont des cases plus difficiles à capturer qui donnent beaucoup plus de points TC.
CTRulesInfoSectionSix,• Les cases relique donnent accès à votre équipe à de puissantes connaissances de reliques qui vous aideront à capturer d'autres cases.
CTRulesInfoSectionSeven,• L'avancement en termes de cases est sauvegardé toutes les 20 manches et vous ne pouvez avoir qu'une sauvegarde en cours à la fois.
TeamTrophyStoreRulesInfoSubtitle,"Ceci est la Boutique de trophées d'équipe, où vous pouvez choisir des reliques TC débloquées, financer les pouvoirs quotidiens, les reliques d'événement et le panache d'équipe."
TeamTrophyStoreRulesInfoSectionOne,"• Les pouvoirs quotidiens peuvent être débloqués chaque jour pendant l'événement TC et une fois qu'ils sont financés, ils peuvent être utilisés par tous les membres de l'équipe ce jour-là."
TeamTrophyStoreRulesInfoSectionTwo,"• Les reliques d'événement deviennent disponibles au fil de l'événement TC et une fois qu'elles sont financées, elles peuvent être utilisées pour le reste de cet événement. Elles sont distinctes des reliques débloquées via les cases relique."
TeamTrophyStoreRulesInfoSectionThree,• Capturez des cases relique puis choisissez jusqu'à 4 de vos connaissances de reliques préférées à utiliser pendant cet événement. Vous pouvez les échanger quand vous le souhaitez.
TeamTrophyStoreRulesInfoSectionFour,"• Le panache d'équipe est financé par l'ensemble de l'équipe et une fois financé, il est débloqué de manière permanente pour votre équipe. Les joueurs qui quittent l'équipe ne prennent pas de panache d'équipe avec eux."
PlaySocialCaps,JOUER EN SOCIAL
SelectCapturedRelics,Sélectionner jusqu'à 4 reliques capturées
NextBonusIn,Prochain bonus dans :
MemberCount,Nombre de membres
Min,Min.
Back,Retour
Purchase Monkey Money,Acheter de la monnaie de singe
Player Profile,Profil de joueur
Toggle Info,Activer/désactiver infos
Store Info,Infos sur la boutique
Toggle mode,Activer/désactiver mode
Toggle jukebox enabled,Activer/désactiver juke-box
Play / Pause,Lecture / Pause
Move up,Aller vers le haut
Move down,Aller vers le bas
Buy Monkey Knowledge,Acheter connaissances de singe
Search,Recherche
Google Play,Google Play
Remove mode,Retirer mode
Add mode,Ajouter mode
Toggle ranked mode,Activer/désactiver mode classé
Info,Infos
Switch to MonkeyName,Passer aux singes nommés
