//Input. Needs to be first e.g [I] replaced by click or tap,
Click,คลิก
MonkeyBuccaneer Paragon Description,สิ่งที่ยิ่งใหญ่ที่สุดที่เคยลอยอยู่บนน้ำ
HeroesPsiPetBisonName,สัตว์เลี้ยงไบซันของไซ
HeroesPsiPetBisonShortName,สัตว์เลี้ยงไบซันของไซ
HeroesPsiPetBisonDescription,แบบอย่างตัวอย่างของสิ่งมีชีวิตจำพวกที่มีกีบเท้าเท่ากัน ซึ่งไซรู้สึกว่ามันช่างน่ารักเหลือเกิน ไซตัวเดิมเท่านั้น ,)
TowerPropMonkeyVillageAustralianFlagName,ธงหมู่บ้านลิงออสเตรเลีย
TowerPropMonkeyVillageAustralianFlagShortName,ธงหมู่บ้านออสเตรเลีย
TowerPropMonkeyVillageAustralianFlagDescription,ออสซี่ ออสซี่ ออสซี่ เฮ้ย เฮ้ย เฮ้ย! ธงหมู่บ้านลิงนี้แสดงการอัปเกรดทั้งหมด
TowerProjectileMortarSnowName,วิถียิงโค้งปืนครกลิงหิมะ
TowerProjectileMortarSnowShortName,วิถียิงโค้งปืนครกหิมะ
TowerProjectileMortarSnowDescription,ชนะทุกการต่อสู้ด้วยลูกบอลหิมะด้วยกระสุนปืนครกวิถียิงโค้งลิงอันสุดยอดนี้ ไอเทมสำหรับนักสะสมจำกัดเวลา!
TowerPetIceMonkeySnowmanName,สัตว์เลี้ยงมนุษย์หิมะลิงน้ำแข็ง
TowerPetIceMonkeySnowmanShortName,สัตว์เลี้ยงหิมะลิงน้ำแข็ง
TowerPetIceMonkeySnowmanDescription,ลิงน้ำแข็งทำอะไรเมื่อไม่เจาะลูกโป่ง สร้างสัตว์เลี้ยงหิมะที่ยอดเยี่ยมน่ะสิ! ไอเทมสำหรับนักสะสมจำกัดเวลา!
BloonsDDTSkinSleighName,ดูมสเลห์ DDT
BloonsDDTSkinSleighShortName,ดูมสเลห์ DDT
BloonsDDTSkinSleighDescription,มอบของขวัญอย่างมีสไตล์ในวันคริสต์มาสนี้ด้วยแคร่เลื่อนมฤตยูอันน่ากลัว! ไอเทมสำหรับนักสะสมจำกัดเวลา!
BloonsAllBloonsElfHatName,ลูกโป่งหมวกเอลฟ์
BloonsAllBloonsElfHatShortName,ลูกโป่งหมวกเอลฟ์
BloonsAllBloonsElfHatDescription,ทุกอย่างน่ารักเมื่อสวมหมวกเอลฟ์! ไอเทมสำหรับนักสะสมจำกัดเวลา!
CoopEmoteAnimationBenCoolName,อีโมตเบ็นสุดเท่
CoopEmoteAnimationBenCoolShortName,เบ็นสุดเท่
CoopEmoteAnimationBenCoolDescription,ทำตัวให้เท่แบบเบ็น ใช้ชีวิตแบบเบ็น
CoopEmoteAnimationBikerBonesRageName,อีโมตนักบิดโครงกระดูกเดือด
CoopEmoteAnimationBikerBonesRageShortName,นักบิดโครงกระดูกเดือด
CoopEmoteAnimationBikerBonesRageDescription,คุณเพิ่งเสียสละทาวเวอร์ทั้งหมดของฉัน เพื่อสร้างวิหารของคุณเลยหรอ โครงกระดูกนักแข่งเดือดดดดดดด!
GameUIProfileAvatar52Name,อวตารกำหนดเอง - บูมเมอแรง
GameUIProfileAvatar52ShortName,อวตารบูมเมอแรง
GameUIProfileAvatar52Description,บูมเมอแรงมือซ้าย คือบูมเมอแรงมือดีที่สุด!
GameUIProfileAvatar53Name,อวตารกำหนดเอง - กัปตันโจรสลัด
GameUIProfileAvatar53ShortName,อวตารกัปตันโจรสลัด
GameUIProfileAvatar53Description,ยาร์! คุณอยากจะสร้างความประทับใจให้กับผู้เล่นคนอื่น ๆ ด้วยถ้วยรางวัลอวตารที่ดีที่สุดที่เงินจะซื้อได้ใช่ไหมล่ะ
GameUIProfileAvatar54Name,อวตารกำหนดเอง - ควินซี่ทรงเหลี่ยม
GameUIProfileAvatar54ShortName,อวตารควินซี่ทรงเหลี่ยม
GameUIProfileAvatar54Description,ฉันคืออัลฟ่าและโอเมก้า ฉันชื่อควินซี่ กำลังสอง
GameUIProfileAvatar55Name,อวตารกำหนดเอง - อดอร่าสตาร์ท้อปเปอร์
GameUIProfileAvatar55ShortName,อวตารอดอร่าสตาร์
GameUIProfileAvatar55Description,คุณจะไว้ใจให้ใครใส่ดาวเด่นบนต้นไม้ล่ะ นั่นและ อดอร่าถึงไม่ยอมให้ใครเข้าใกล้! ไอเทมสำหรับนักสะสมจำกัดเวลา!
GameUIProfileBanner8Name,แบนเนอร์โปรไฟล์กระโจนสู่อวกาศ
GameUIProfileBanner8ShortName,แบนเนอร์กระโจนสู่อวกาศ
GameUIProfileBanner8Description,ผู้ชนะแบนเนอร์โดย กาแล็กซิส
GameUIProfileBanner9Name,แบนเนอร์โปรไฟล์เฟซเดอะซัน
GameUIProfileBanner9ShortName,แบนเนอร์เฟซเดอะซัน
GameUIProfileBanner9Description,ผู้ชนะแบนเนอร์โดยบอโรคคิ
GameUIPowerSkinEnergisingTotemChristmasTreeName,พลังกำหนดเอง - โทเทมเสริมพลังต้นคริสต์มาส
GameUIPowerSkinEnergisingTotemChristmasTreeShortName,ต้นคริสต์มาสเสริมพลัง
GameUIPowerSkinEnergisingTotemChristmasTreeDescription,เติมพลังให้ลิงของคุณด้วยต้นคริสต์มาสสีสันสดใสนี้! ไอเทมสำหรับนักสะสมจำกัดเวลา!
GameUIPowerSkinDartTimeMatrixName,พลังกำหนดเอง - หยุดเวลาดาร์ท
GameUIPowerSkinDartTimeMatrixShortName,หยุดเวลาดาร์ท
GameUIPowerSkinDartTimeMatrixDescription,นี่ไม่ใช่ความผิดพลาดทางเทคนิค คุณไม่เคยเห็นสิ่งนี้มาก่อน แต่คุณจะชอบมัน เราสัญญา
GameUIMusicTrackMusicWinterChilledMixName,ตู้เพลง: คืนฤดูหนาว - รีมิกซ์หน้าหนาว
