//Input. Needs to be first e.g [I] replaced by click or tap,
Click,クリック
TowerEffectAllMonkeysPlacementUpgradesBatsDescription,タワーが配置されるたびにブルーンを怯えさせ、特定のマップで素晴らしい邪悪なバットアニメーションをアップグレードされる。
TowerPetMonkeyBuccaneerNarwhalName,モンキーバッカニア・イッカクペット
TowerPetMonkeyBuccaneerNarwhalShortName,バッカニア・イッカクペット
TowerPetMonkeyBuccaneerNarwhalDescription,すべてのバッカニアと配置された神話のイッカクを見よ！ 公海を支配し伝説の生き物たちと仲良くできるのは、絶大なるバッカニアのみ？！
TowerProjectileEngineerVampireHunterName,ヴァンパイアハンターエンジニアの投射物
TowerProjectileEngineerVampireHunterShortName,ヴァンパイアハンターエンジニア
TowerProjectileEngineerVampireHunterDescription,もしかすると、すべてのブルーンは密かに吸血鬼であるかもしれないので、エンジニアが杭、ニンニク、棺といいたバンパイアブルーンを割るための投射武器を装備できるようになりました。期間限定コレクターアイテム！
TowerPropMonkeyVillageCanadianFlagName,モンキービレッジ・カナダ国旗
TowerPropMonkeyVillageCanadianFlagShortName,ビレッジ・カナダ国旗
TowerPropMonkeyVillageCanadianFlagDescription,さあ、起動時間です！あぁ、カナダよ、すべてのモンキービレッジにこの旗を掲げよ。 すべてのアップグレードを表示
BloonsZOMGSkinJackOLanternName,かぼちゃランタンZOMG
BloonsZOMGSkinJackOLanternShortName,かぼちゃランタンZOMG
BloonsZOMGSkinJackOLanternDescription,毎年恒例のハロウィンかぼちゃのようなZOMGコンテストでのサウダによる入賞作品であり、まだトマトを切ることができます！期間限定コレクターアイテム！
BloonsAllBloonsVampireCapesName,ヴァンパイアケープブルーン
BloonsAllBloonsVampireCapesShortName,ヴァンパイアケープブルーン
BloonsAllBloonsVampireCapesDescription,このハロウィーンの夜の生き物としてブルーンを仮装させて！期間限定コレクターアイテム！
CoopEmoteAnimationPanicMonkeyName,パニックモンキーエモート
CoopEmoteAnimationPanicMonkeyShortName,パニックモンキー
CoopEmoteAnimationPanicMonkeyDescription,こちら、あなたの協力ホストです。お願いします。パニックにならないで。オッケー、さあ、今からパニック！
CoopEmoteAnimationBeggingMonkeyName,お願いモンキーエモート
CoopEmoteAnimationBeggingMonkeyShortName,お願いモンキー
CoopEmoteAnimationBeggingMonkeyDescription,お願い、このアップグレードにはあと１万必要なんです！プレイヤー3なのは偶然です、本当です！
GameUIPowerSkinThriveStonksName,カスタムパワー - ストンクを繁栄
GameUIPowerSkinThriveStonksShortName,ストンクを繁栄
GameUIPowerSkinThriveStonksDescription,ベンはすべてをバナナコインに投資するって、爆上げ中！
GameUIProfileAvatar48Name,カスタムアバター - ホッケーマスクモンキー
GameUIProfileAvatar48ShortName,ホッケーマスクアバター
GameUIProfileAvatar48Description,ホッケーマスクモンキーに注意してください！期間限定コレクターアイテム！
GameUIProfileAvatar49Name,カスタムアバター - レッドツェッペリン
GameUIProfileAvatar49ShortName,レッドツェッペリンアバター
GameUIProfileAvatar49Description,わがままなザックのアバターの勝者
GameUIProfileAvatar50Name,カスタムアバター - 最高のベン
GameUIProfileAvatar50ShortName,最高のベンアバター
GameUIProfileAvatar50Description,ITニーズをわかってるのは誰？コイツさ！誰がいかしたビートを演奏する？コイツさ！そして、誰が次のチームイベントにおいしい寿司を提供できる？もちろん、コイツさ。
GameUIProfileAvatar51Name,カスタムアバター - アクションサイ
GameUIProfileAvatar51ShortName,アクションサイアバター
GameUIProfileAvatar51Description,常に宇宙と一体であるということは、サイが時々ちょっと楽しめないという意味ではありません！この素晴らしいサイアバターで愛を証明して。
GameUIProfileBanner6Name,太陽神殿プロフィールバナー
GameUIProfileBanner6ShortName,太陽神殿バナー
GameUIProfileBanner6Description,この壮大なカスタムプロフィールバナーで、完全に機能する太陽神殿の真の力を目の当たりにしてください
GameUIProfileBanner7Name,ゴーストキャンディープロフィールバナー
GameUIProfileBanner7ShortName,ゴーストキャンディーバナー
GameUIProfileBanner7Description,トリック・オア・トリート！完璧なハロウィーンのカスタムプロフィールバナー
LychTagLine,墓所王
LychTagLine2,が復活した！
Lych,リッチ
LychInfoPanelDescription,•墓所王リッチはモンキーからバフを排出し、その過程で自身を癒します。\n•ヘルスバーの各頭蓋骨に到達すると、リッチはエーテルになり、最近ポップされたMOABクラスのブルーンの空のシェルを復活させます。\n•エーテルになった場合、リッチの命を奪うリッチソウルブルーンを含む復活したすべてのブルーンが割れるまで、ダメージを受けることはありません。\n•復活したMOABクラスのブルーンは子供をスポーンしません。
EditorReviewMap,レビューマップ
YourBestTime,ベストタイム
Boss,ボス
MiniBoss,ミニボス
NormalRewards,通常の報酬
EliteRewards,エリート報酬
1Player,1人のプレイヤー
2Player,2人のプレーヤー
3Player,3人のプレーヤー
4Player,4人のプレーヤー
BossLeaderboard,ボスリーダーボード
LeaderboardSubmissionFail,リーダーボードに送信できません
SafeNameChallenge,{0}の挑戦
SafeNameOdyssey,{0}のオデッセイ
BossEventEnded,ボスイベントが終了しました！
RankedNormal,通常ランク
RankedElite,ランクエリート
StartRankedBoss,ランク付けされたボスを開始
MusicHaunted,お化け屋敷
GameUIMusicTrackMusicHauntedName,ジュークボックス：お化け屋敷
GameUIMusicTrackMusicHauntedShortName,ジュークボックス：お化け屋敷
GameUIMusicTrackMusicHauntedDescription,忘れられないビートと幽霊のリズムで、ハロウィーンや深夜のプレイセッションに欠かせない曲です。期間限定コレクターアイテム！
NSCameraUsageDescription,サポートチケットのスクリーンショット
btd6_needmoremonkeymoneyprompt_no_iap,モンキーマネーが足りない！
UseRacePassDescription,レースパスを使用して、このレースの無制限のエントリーを取得しますか？
RacePassActivated,レースパスが有効になりました
UseRacePassTitle,レースパスを使用しますか？
Elite Best Time,エリートベストタイム
Normal Best Time,通常のベストタイム
NormalCursor,通常のカーソル
MayAffectPerformance,*パフォーマンスに影響を与える可能性があります
GameUIMusicTrackMusicOnslaughtName,オンスロート
GameUIMusicTrackMusicOnslaughtShortName,オンスロート
GameUIMusicTrackMusicOnslaughtDescription,猛攻撃ボストラック
SharingCoopBoss,Bloons TD 6で私のボスゲームに参戦して！
EliteBossEvent,エリートボスイベント
NinjaMonkey Paragon,忍び寄る影
NinjaMonkey Paragon Description,ブルーンの脅威に対処するための完全な暗殺者パッケージ。
Elite,エリート
HackGameStopMessage,ゲームの値を再同期することはできません。残念ながら、このゲームは続行できません。新しいゲームをお試しください。
RankedMode,ランクモード
Any,どれでも
ScoreNotVerifiable,スコアを確認できなかったため、スコアは送信されませんでした。
NoBossDataYet,ボスを倒してミニボスのリーダーボードに参加しましょう！
LeaderboardMessageMaxPlayers,トップ100プレーヤーを表示
ConfirmQuitCoopMessage,"終了すると、このゲームに再び参加することはできません。本当に終了しますか？"
YouWereRemoved,協力ポジションは最後にプレイしたゲームで閉じられ、再び参加することができません。
iCloudLongMessage,iCloudが有効で利用可能な場合、保存はバックアップと他のデバイスへのアクセスのためにiCloudアカウントに自動的に保存されます。
CreateNew,新規作成
SlotX,スロット {0}
EmptySlot,空きスロット
Delete,削除
CreatedDate,作成済み: {0}
LastSavedDate,最終保存: {0}
DeleteDescription,この保存ファイルをデバイスとiCloudアカウントから削除してもよろしいですか？
SaveSlots,スロットを保存
LoadGame,ゲームを読み込む
DeleteDescriptionNotConnected,この保存ファイルをローカルストレージから削除してもよろしいですか？
icloudConflictMessage,iCloudとデバイスの保存データは異なります。 保管するものを1つ選択してください。 もう一方は永久に破棄されます。
GamecenterRestricted,マルチプレイヤー利用不可–このデバイスでマルチプレイヤーゲーム、またはコンテンツをプレイすることは許可されていません。
