//Input. Needs to be first e.g [I] replaced by click or tap,
Click,点击
PersonalAccountInfo,"你可以在不使用任何个人身份信息的情况下创建一个个人账户。
选择 ""我同意""，即代表的父母或监护人已经和你一起阅读了Ninja Kiwi的隐私政策和服务条款，他们同意隐私政策和服务条款，并同意我们在服务中存储你的游戏和非个人身份信息，其中包括使用美国境内服务器的相关信息。"
AgreeCreateAccount,我同意，创建一个账户
NormalAccountInfo,继续操作即代表你同意Ninja Kiwi的隐私政策和服务条款，并同意我们将你的游戏和账户信息存储在我们的服务中，其中包括使用美国境内服务器的信息。
LoggedInAs,登录为：
EpicAccountId,Epic账户ID：
NeedHelp,需要帮助？
ContactSupport,联系技术支持
DeleteAccountText,"删除账户意味着你将失去对所有云进度和数据的访问权限。
请在方框中输入你的用户ID（如下图所示）来删除你的账户。你的账户可能需要48-72小时才能被删除。"
EnterUserId,在此输入用户ID
GetAllButton,获取所有
GetAllConfirmation,请确认你要用你的猴币来购买所有可用的英雄和皮肤！
DeleteAccount,删除账户
CtLeaderboardTitle,争议领地排行榜
LocalTeams,本地战队
LocalPlayers,本地玩家
GlobalTeams,全球战队
GlobalPlayers,全球玩家
CreateTeamPanelTitle,创建战队
CreateTeamTitle,创建一支战队
CreateTeamNameDescription,战队名称：
CreateTeamNameInputField,输入战队名称...
CreateTeamCostDescription,花费{0}创建一支战队
CreateTeamFailed,创建战队失败
EditTeamPanelTitle,编辑战队
EditTeamTitle,编辑你的战队
EditTeamNameDescription,编辑战队名称：
TeamEmblemTitle,队徽
TeamBannerTitle,横幅
TeamEmblemsTitle,队徽
TeamBannersTitle,横幅
TeamGeneralTitle,一般
TeamSettingPublicTitle,公开
TeamSettingPrivateTitle,私人
TeamSettingClosedTitle,仅限邀请
TeamJoin,加入
TeamApply,申请
RecentWin,近期胜绩：
TileHeldBy,地块所有者：
Score,分数
ScoreDegradesIn,分数下降：
NeutralOwnerIn,中立所有者：
Tile,地块：{0}
RelicTile,圣物地块
BannerTile,横幅地块
BonusCTPoints,奖励CT点数！
DailyRelics,每日力量和活动圣物
HeldRelics,占领的圣物
Tickets,门票：
PurchaseTickets,购买门票
MoreTicketsIn,更多门票：
CTTitleName,争议领地
CTTeamStore,战队商店
CTMyTeam,我的战队
CTTeamTrophies,战队奖杯
CTTickets,票券
CTTeamTickets,战队票券
CTNextTicketsIn,下一张门票：
CTTileSearch,地块搜索
CTOwner,所有者：
CTScore,分数：
CTNeutralIn,中立：
CTPosition,位置：
CTUncaptured,未占领
CTCheckpoint,达到检查点!
CTNewScore,新的得分！
CTBestScore,最佳分数
TimeAttack,计时赛
ERR_NOT_LOGGED_IN,未登录
ERR_ALREADY_PENDING,请求已在等待中
ERR_FEATURE_UNAVAILABLE,功能不可用，请稍后再试
ERR_REQUEST_PARAMETER_MISSING,参数缺失
ERR_GUILD_FULL,战队已满
ERR_GUILD_NAME_EXISTS,战队名称已存在
ERR_GUILD_DOES_NOT_EXIST,战队不存在
ERR_GUILD_CANNOT_DISBAND,战队不能被解散
ERR_GUILD_PERMISSION_DENIED,权限被拒绝
ERR_GUILD_CANNOT_UPDATE_OWNER_DENIED,无法更新战队所有者，权限被拒绝
ERR_GUILD_CANNOT_UPDATE_OWNER_NONE,无法更新战队所有者
ERR_TIMEOUT,请求已超时，请重试
CreateNewTeamText,创建一支新的战队？
ParagonLimitReached,达到巅峰上限
TeamMsgNewMayor,{0}是新任村长!
TeamMsgPlayerJoined,{0}已经加入战队
TeamMsgPlayerLeft,{0}已经离开战队
TeamMsgPlayerKicked,{0}被{1}踢出了战队。
TeamMsgPlayerDemoted,{0}被{1}降职。
TeamMsgRegularTileCaptured,{0}夺取了一块普通地块。干得漂亮！
TeamMsgBannerTileCaptured,{0}夺取了一块横幅地块。有点东西！
TeamMsgRelicTileCaptured,{0}夺取了一块圣物地块，并将{1}加入了战队圣物名单。好样的！
TeamMsgRegularTileCapturedOtherGuild,{0}从{1}手中夺取了一块普通地块。干得漂亮！
TeamMsgBannerTileCapturedOtherGuild,{0}从{1}手中夺取了一块横幅地块。有点东西！
TeamMsgRelicTileCapturedOtherGuild,{0}从{2}手中夺取了一块圣物地块并将{1}加入了战队圣物名单。好样的！
TeamMsgRelicTileLost,失去了圣物地块！{0}不再可用。
TeamMsgPlayerPromoted,{0}被{1}提升为助理村长
TeamMsgTeamCreated,{0}战队由{1}创建。
TeamMsgNewFocusMarker,{0}创建了新的焦点标记集
TeamMsgFlairUnlocked,{0}已经获得了全部资金！太神了！
TileCaptured,夺取的地块
TileNotCaptured,未夺取的地块
TicketUsed,使用的门票
NoTicketUsed,未使用的门票
ScoreToBeat,得分击败：
YourScore,你的分数：
PublicWithBrackets,(公开)
PrivateWithBrackets,(私人)
CTRelicWon,赢得圣物！
CTBonusPoints,奖励点数！
Teams,战队
CaptureScoreMissed,错过占领分数！
CaptureScoreNear,警告！接近占领分数
CtInternalError,发生内部错误，请稍后再试。
CtServerError,争议领地服务器现在无法处理你的请求。请稍后再试。
Achievement 143 Name,争议领地
Achievement 143 Description,夺取其他玩家的5块地块
Achievement 144 Name,帝国时期
Achievement 144 Description,夺取50块地块
Achievement 145 Name,领地攫取者
Achievement 145 Description,夺取每种地块各1块：Boss、计时、最低阶和最少现金
CTLeastCashDescription,使用尽可能少的现金来赢得地块。花费的现金包括猴塔的部署和升级费用，以及付费英雄升级费用。卖掉猴子并不会减少现金支出。
CTLeastTiersDescription,使用尽可能少的猴塔和升级来赢得地块。部署的每个猴子和英雄以及每次升级都算作一个等级。付费英雄升级也算作一个等级。卖掉一只猴子并不会减少等级。
CTTimeAttackDescription,用尽可能快的时间来赢得地块。在竞速赛中，计时器在你按下开始游戏后开始计时。尽快前往下回合游戏，以节省游戏时间，但要小心！计时赛游戏不会保存，所以尽量不要在游戏中途退出。
CTBossDescription,尽快消灭Boss以赢得地块。在Boss赛中，计时器在Boss出现后开始计时。争议地块中的Boss要么只有一级，要么是一级和二级，取决于每块地块的回合数。专注于伤害较高的炮塔，尽己所能创造收入，但也不要忽视其他的气球！
CtEventEnded,很遗憾，该活动已经结束
RelicStartingStash,开始隐藏
RelicExtraEmpowered,额外授权
RelicBoxOfChocolates,盒装巧克力
RelicBoxOfMonkey,猴子的盒子
RelicMarchingBoots,行军靴
RelicHeroBoost,英雄提升
RelicBiggerBloonSabotage,更大的气球破坏行动
RelicRoundingUp,围捕
RelicManaBulwark,法力防线
RelicRegeneration,再生
RelicRestoration,恢复
RelicDurableShots,持久射击
RelicAlchemistTouch,炼金术士之触
RelicDeepHeat,深度加热
RelicSharpsplosion,剧烈爆炸
RelicRoyalTreatment,皇室待遇
RelicHardBaked,硬核烘烤
RelicFortifried,强化
RelicMoabClash,MOAB冲击
RelicCamoFlogged,迷彩鞭笞
RelicBrokenHeart,破碎的心
RelicGoingTheDistance,遥远的距离
RelicHeartless,无情
RelicFlintTips,火石提示
RelicAbilitized,残缺的力量
RelicAirAndSea,海空
RelicElDorado,埃尔多拉多
RelicMonkeyShield,猴子护盾
RelicMonkeyShieldMark2,猴子护盾标记2
RelicMonkeyShieldMark3,猴子护盾标记3
RelicPsiVision,灵机视界
RelicOpenSeason,开放的季节
RelicCamoTrap,迷彩陷阱
RelicThrive,茁壮成长
RelicSuperMonkeyStorm,短信
RelicMonkeyBoost,猴子士气提升
RelicRoadSpikes,路钉
RelicMoabMine,MOAB地雷
RelicGlueTrap,胶水陷阱
RelicTechbot,科技机器人
RelicPrimaryPrimates,初级灵长类动物
RelicMilitaryMonkeys,军事猴子
RelicMagicMonkeys,魔法猴子
RelicSupportSimians,辅助猴子
RelicMonkeyTycoon,猴子大亨
RelicStartingStashDescription,每局游戏开始时额外获得250现金（与普通地块上的更多现金叠加）
RelicExtraEmpoweredDescription,游戏开始时英雄的等级额外增加3级（与普通地块上的授权英雄叠加）
RelicBoxOfChocolatesDescription,每场游戏开始时获得100点额外生命
RelicBoxOfMonkeyDescription,每局游戏开始时免费获得一只花费不超过$400的猴子，初始放置未经修改
RelicMarchingBootsDescription,在数量受限的游戏中，使玩家兵种中的每种防御塔最大数量+1，或每局游戏最大总数+4
RelicHeroBoostDescription,英雄在每局游戏中获得XP的速度提高15%
RelicBiggerBloonSabotageDescription,所有生成的MOAB气球，生命值减少15%，移动速度降为95%
RelicRoundingUpDescription,每回合结束时赚取+$20
RelicManaBulwarkDescription,制造一个可以吸收多达50点生命的护盾（与普通地块上的法力护盾叠加）
RelicRegenerationDescription,每回合恢复20点生命，如果该回合没有失去生命，则最高恢复到每场比赛的初始生命值
RelicRestorationDescription,每回合恢复10点生命，如果该回合没有失去损失，则恢复到的初始生命值为+200
RelicDurableShotsDescription,所有射弹的存在时间+25%
RelicAlchemistTouchDescription,所有的攻击都可以击破铅制气球
RelicDeepHeatDescription,所有的攻击都可以击破白色气球
RelicSharpsplosionDescription,所有的攻击都可以击破黑色气球
RelicRoyalTreatmentDescription,所有的攻击都可以击破紫色气球
RelicHardBakedDescription,所有攻击对陶瓷气球造成的伤害+1
RelicFortifriedDescription,所有攻击对强化气球造成的伤害+1
RelicMoabClashDescription,所有攻击对MOAB级气球造成的伤害+2
RelicCamoFloggedDescription,所有攻击对迷彩气球造成的伤害+3
RelicBrokenHeartDescription,所有攻击对重生气球造成的伤害+1
RelicGoingTheDistanceDescription,所有猴子攻击范围+20%
RelicHeartlessDescription,重生气球的重生率降低50%。
RelicFlintTipsDescription,刃器对命中的所有气球附加周期性火焰伤害（每2.5秒造成1点伤害，持续5秒）
RelicAbilitizedDescription,所有猴子的所有激活能力的冷却时间缩短10%。
RelicAirAndSeaDescription,皇家飞行员、直升机飞行员、海盗猴和潜艇的放置和升级花费降低5%，装填速度提高5%。
RelicElDoradoDescription,所有猴币和战队奖杯奖励增加25%（最低+1）。
RelicMonkeyShieldDescription,夺取后的1小时内，地块无法被对方战队攻击。提高的分数将恢复。
RelicMonkeyShieldMark2Description,夺取后的2小时内，地块无法被对方战队攻击。提高的分数将恢复。
RelicMonkeyShieldMark3Description,夺取后的3小时内，地块无法被对方战队攻击。提高的分数将恢复。
RelicPsiVisionDescription,查看地图上所有领地的详细情况
RelicOpenSeasonDescription,攻击地图上的任何一块地块
RelicCamoTrapDescription,每局游戏可以使用一次迷彩陷阱强化道具
RelicThriveDescription,每场比赛可使用2个茁壮成长道具
RelicSuperMonkeyStormDescription,每场比赛可使用2个短信
RelicMonkeyBoostDescription,每场比赛可使用3个猴子士气提升
RelicRoadSpikesDescription,每场比赛可获得10堆道路钉子
RelicMoabMineDescription,每场比赛可使用1个MOAB地雷道具
RelicGlueTrapDescription,每场比赛可使用2个胶水陷阱道具
RelicTechbotDescription,每场比赛可使用1个科技机器人道具
RelicPrimaryPrimatesDescription,所有初级猴子的花费降低8%
RelicMilitaryMonkeysDescription,所有军事猴子的花费降低8%
RelicMagicMonkeysDescription,所有魔法猴子的花费降低8%
RelicSupportSimiansDescription,所有辅助猴子的花费降低10%
RelicMonkeyTycoonDescription,装备库中的猴塔上限+1，基本价格降低4%
InviteToTeam,邀请加入战队
TeamLeave,离开战队
Requests,请求
TeamMessagesTab,消息
TeamRosterTab,名册
TeamPending,待定
CancelRequest,取消请求
TeamDisband,解散战队
TeamCode,战队代码
TeamMemberCount,{0}/{1} 成员
TeamPendingApplications,({0}待定)
TeamNoInfo,没有信息可显示
AllTeams,所有战队
TeamsAdvancedSearch,高级搜索
TeamInvitationDisband,你必须在接受邀请前解散你的战队
TeamInvitationAcceptWarning,接受此邀请会将你从当前战队移除
TeamBrowserAllTeams,所有战队
TeamBrowserFriendsTeams,好友战队
TeamBrowserTeamRequests,请求
TeamQuickJoin,快速加入
TeamBrowserTitle,战队浏览器
TeamBrowserSearchField,输入战队名称...
TeamBrowserSearchHideFull,隐藏完整战队
TeamBrowserSearchHidePrivate,隐藏私人战队
TeamBrowserSearchHideClosed,隐藏仅限邀请战队
TeamEditApplyAll,全部应用
TeamScore,分数: {0}
TeamRemoveMember,确定要删除这个成员吗？
TeamPromoteMember,确定要提升这个成员吗？
TeamDemoteMember,确定要降级这个成员吗？
TeamErrorShowPop,战队错误
TeamOwnershipTransferTitle,战队所有权转移
TeamOwnershipTransferFailed,未能将所有权转移给新玩家
TeamOwnershipTransferWarning,确定要把战队所有权转移给这个成员吗？此操作无法撤销！
TeamLeaveConfirm,确定要离开这个战队吗？
TeamDisbandConfirm,确定要解散战队吗？
TeamOwnershipLeavingWarning,在离开前将战队的所有权转移给另一个成员
TeamNoneFound,未找到战队
CTLocal,CT本地榜
CTGlobal,CT全球榜
Rank4th,第4名
Rank4thAnd,第4-10名
Rank11thAnd,第11-20名
Rank21stAnd,第21-40名
Rank41stAnd,第41-60名
RewardsTop25,前25名
RewardsTop100,前100名
DegradedScore,降级的分数
ERR_INVITATION_NO_LONGER_EXISTS,邀请已失效
TeamMateSetScore,队友设置了一个新的挑战分数！
AnotherTeamSetScore,另一个战队设置了一个新的挑战分数！
FriendScreenErrorTeamInviteAlreadyMember,这名玩家已经在你的战队中
TotalTeamScore,战队得分
CTRulesInfo,欢迎来到 “争议领地”！和队友并肩作战，夺取地块，制霸排行榜，获得丰厚奖励！\n\n• 夺取票券只有你夺取地块时才会使用。它们每24小时刷新一次。\n• 未使用的夺取票券将进入票券池，可供战队其他成员在第二天使用。战队票券不会影响个人排行榜的排名。\n• 一旦夺取，地块的分数将随着时间慢慢降低，直到地块最终变成中立。\n• 夺取地块和每占领地块一小时都可以获得CT点数。CT点数决定了你和你的战队在排行榜上的位置，所以要尽可能多地夺取地块！\n• 横幅地块是更难夺取的地块，可以获得更多的CT点数。\n• 圣物地块可以让你的战队获得强大的圣物知识，这反过来会帮助你夺取地块。\n•系统每20回合保存一次地块进度，你一次只能保存一个地块的进度。
