//Input. Needs to be first e.g [I] replaced by click or tap,
Click,Klicken
Paragon Body,Diese Aktion erschafft einen Paragon {0}. Alle anderen {1} werden im Rahmen dieses Vorgangs zerstört und fließen in die Kraft des Paragons ein!
ft_paragontitle,Paragon-Upgrade ermöglicht!
ft_paragondescription,"Upgrade einen deiner Rang-5-Affen auf Paragon! Paragons absorbieren alle Affen ihres Typs, einschließlich der Rang-5-Affen der beiden anderen Strecken.\n\nDer Rang des Paragon wird davon beeinflusst, wie viel Kraft im Moment des Upgrades absorbiert wird. Nicht in Sandkiste verfügbar."
ParagonDegreeText,Paragon-Grad
DartMonkeys,Wurfpfeilaffen
BoomerangMonkeys,Bumerangaffen
BombShooters,Bombenwerfer
TackShooters,Reißnagelwerfer
IceMonkeys,Eisaffen
GlueGunners,Klebstoffschützen
SniperMonkeys,Scharfschützenaffen
MonkeySubs,Affen-U-Boote
MonkeyBuccaneers,Freibeuteraffen
MonkeyAces,Affenfliegerass
HeliPilots,Hubschrauberpiloten
MortarMonkeys,Mörseraffen
WizardMonkeys,Zaubereraffen
DartlingGunners,Pfeilschussschützen
SuperMonkeys,Superaffen
NinjaMonkeys,Ninja-Affen
Alchemists,Alchemisten
Druids,Druiden
BananaFarms,Bananenplantagen
EngineerMonkeys,Affenpioniere
SpikeFactorys,Nagelfabriken
MonkeyVillages,Affendörfer
BossInfoPanelTitle,Boos-Bloon-Event
BossInfoPanelDescription,"Sei gegrüßt, mutiger Abenteurer, du hast die Welt der Bosse betreten! Viel Glück und denke an diese wichtigen Regeln:\n• Das Boss-Event beginnt, wenn du ""Spielen"" anklickst, zwischen den Runden gibt es keine Pause und die Bosse können nicht verlangsamt werden.\n• Lass alle 5 Stufen der Bosse platzen, um jeden Boss-Modus zu gewinnen und schlage Normal, um Elite freizuschalten.\n• Baue deine Wirtschaft auf, bereite deine Fähigkeiten vor und nutze die Zeit zwischen den Stufen optimal aus!\n• Verdiene Trophäen oder andere Belohnungen mit jeder besiegten Stufe, aber wenn du eine Stufe in 20 Runden nicht schaffst, verlierst du.\n• Trete gegen andere Spieler im Rang-Modus an, um zu sehen, wer den Boss am schnellsten besiegen kann und gewinne tolle Preise!!\n• Dein bester Rang als Einzelspieler ODER im Koop entscheidet über die Belohnungen, die du gewinnst.\n• Normale und Elite-Modusarten haben separate Bestenlisten und Preise, du kannst bei beiden gewinnen!"
BloonariusInfoPanelDescription,"Der im Schlamm wohnende Bloonarius speit Bloons aus, wenn er Schaden erleidet und spuckt dann massive Bloon-Cluster, wenn jeder Schädel auf der Gesundheitsleiste erreicht ist.\n\nDie mit Schlamm durchsetzte Schale von Bloonarius macht diesen Prozess zwar "
NextBossIn,Boss erscheint in: {0}
ARound,1 Runde
SomeRounds,{0} Runden
DartMonkey Paragon,Apex Plasma Meister
DartMonkey Paragon Description,"Fülle den Bereich mit Plasma-Jonglierbällen, die Bloons in Stücke reißen, sodass nichts zurückbleibt…"
BoomerangMonkey Paragon,Glaive Dominus
BoomerangMonkey Paragon Description,Die Bloons erblicken meine Glaives und werden vor Furcht zittern.
TowerEffectAllMonkeysPlacementUpgradesButterfliesName,Schmetterlingsplatzierungen und Upgrade-Effekte
TowerEffectAllMonkeysPlacementUpgradesButterfliesShortName,Schmetterlingsupgrade FX
TowerEffectAllMonkeysPlacementUpgradesButterfliesDescription,"Wertschätze Natur und Schönheit, wenn jede Affenplatzierung und jedes Upgrade Schmetterlinge zum Flattern bringt."
BossEvent,Boss-Event
NewCoopGame,Neues Koop-Spiel
Hold,Innehalten
Paragon,Paragon
Unlock All (For This Tower),Alle freischalten (für diesen Turm)
Purchase Tower XP,Turm-XP kaufen
Connect Controller,Controller anschließen
BossDefeatedYou,{0} hat dich besiegt
TierBossDefeated,Rang {0} geplatzt
BossDefeated,Du hast {0} besiegt!
Set Center,Auf Mitte einstellen
Bombardment Ability,Bombardierung
PlayerStatsHighestRoundCHIMPS,Höchste Runde SCHIMPANSEN
PlayerStatsHighestRoundDeflation,Höchste Runde Luftablassen
Rejoin Coop,Koop wieder beitreten
WaitingEndRound,Warten auf das Ende der aktuellen Runde
SoftwareCursor,Großer Cursor
LargeCursor,Extra großer Cursor
Cursor,Cursor
SandboxCursor,Sandkiste/Cursor
Achievement 128 Name,Was soll diese neue Bloonerei?
Achievement 128 Description,Besiege einen Rang-1-Boss
Achievement 129 Name,Wer ist der Boss?
Achievement 129 Description,Besiege einen Rang-5-Boss
Achievement 130 Name,Ich bin der Boss
Achievement 130 Description,Besiege einen Rang-5-Elite-Boss
Achievement 131 Name,Apotheose
Achievement 131 Description,Upgrade auf einen Affen-Paragon-Turm
Achievement 132 Name,Wie ein Boss
Achievement 132 Description,Lasse 50 Boss-Bloons platzen
Achievement 133 Name,Perfekter Paragon
Achievement 133 Description,Paragon der Paragons
Log in,Einloggen
Twitch Integration,Twitch-Integration
Choose my loadout,Meine Verladung laden
Required polls,Erforderliche Umfragen:
Total duration,Gesamtdauer:
Duration,Dauer
Max winners,Umfragengewinner insgesamt (für Verladung)
Loadout Poll,Verladungsumfrage
Initializing,Wird initialisiert…
Running poll,Umfrage läuft
XofY,{0} von {1}
Point voting,Punktabstimmung
Points per vote,Punkte pro Stimme
Bit voting,Bitabstimmung
Bits per vote,Bits pro Stimme
TwitchTimeout,Die Reaktionszeit von Twitch dauert zu lange…
TwitchInvalidOperation,Ungültige Handlung… Bitte versuche es später erneut.
TwitchAuthFail,Authentifizierung mit Twitch ist fehlgeschlagen! Bitte versuche dich erneut einzuloggen…
TwitchPartnerFail,"Tut uns leid, du muss ein Affiliate-Mitglied oder ein Partner von Twitch sein, um diese Funktion zu nutzen."
TwitchError,Da ist etwas schiefgegangen… Bitte versuche es später erneut.\n{0}
Monkeys for poll,Affen zur Umfrage
TwitchSignedInInfo,"Wenn du ein Partner oder Affiliate-Mitglied von Twitch bist, kannst du jetzt Verlade-Umfragen erstellen. Achte auf den Einstellungsknopf von Twitch im Spiel."
BestRound,Bestrunde:
NewBestRound,Neue Bestrunde!
CurrentRound,Aktuelle Runde:
Select All,Alle auswählen
btd6_towerandparagonunlock,Gesamte Turm- und Paragon-Freischaltung
btd6_towerandparagonunlock Description,"Schalte alle Upgrades, einschließlich Paragon für einen Affenturm, sofort frei."
btd6_paragonunlock,Paragon-Freischaltung
btd6_paragonunlock Description,Schalte das Paragon-Upgrade sofort für einen Affenturm frei.
jukeboxskipbossmusic,Boss-Musik überspringen
GameUIMusicTrackMusicBossBloonariusName,Der Ursprüngliche
GameUIMusicTrackMusicBossBloonariusShortName,Der Ursprüngliche
GameUIMusicTrackMusicBossBloonariusDescription,Der ursprüngliche Bosspfad
Play Again,Nochmal abspielen
Retry From Checkpoint,Ab Checkpoint erneut versuchen
RetryCheckpointText,Erneuter Versuch ab deinem letzten Checkpoint in Runde {0}?
Retry From Round,Ab Runde {0} erneut versuchen
EliteBossLockedPopup,"Besiege den Boss auf Normaler Schwierigkeit, um Elite-Schwierigkeit freizuschalten"
Custom Odyssey,Individuelle Odyssee
Creating Odyssey,Odyssee wird erstellt
Creating Challenge,Herausforderung wird erstellt
TheCabin,Die Waldhütte
VikingSaudaSaudaSkinName,Wikinger-Sauda-Skin
VikingSaudaSaudaSkinDescription,Äxte bereit!
HeroesChurchillSentaiSkinPetDroneName,Sentai Churchill Drohnen-Haustier
HeroesChurchillSentaiSkinPetDroneShortName,Sentai Churchill Drohne
HeroesChurchillSentaiSkinPetDroneDescription,"Der super fortschrittliche Späher-Wachturm Y26G berechnet superschnell Bedrohungsbewertungen und sieht dabei noch gut aus. Kein Wunder, dass wir ihn SASSY nennen. Nur Sentai Churchill"
TowerPetGlueGunnerRatName,Klebstoffschütze Ratten-Haustier
TowerPetGlueGunnerRatShortName,Klebstoffschütze Ratten-Haustier
TowerPetGlueGunnerRatDescription,"Immer an der Seite des Klebstoffschützen, vor allem im Labor. Hast du dich jemals gewundert, wer für die Wissenschaft hinter den vielen Eigenschaften des Klebstoffs steht? Wir sind der Meinung, es ist die Ratte."
TowerEffectAllMonkeysPlacementUpgradesBatsName,Fledermausplatzierungen und Upgrade-Effekte
TowerEffectAllMonkeysPlacementUpgradesBatsShortName,Fledermaus-Upgrade FX
TowerEffectAllMonkeysPlacementUpgradesBatsDescription,"Erschrecke die Bloons jedes Mal, wenn ein Turm platziert und mit verfluchten Fledermaus-Animationen verbessert wird, die auf spezifischen Karten wunderbar gespenstig aussehen."
TowerPetMonkeyBuccaneerNarwhalName,Freibeuteraffen Narwal-Haustier
TowerPetMonkeyBuccaneerNarwhalShortName,Freibeuter Narwal-Haustier
TowerPetMonkeyBuccaneerNarwhalDescription,Erblicke den mystischen Narwal mit jedem platzierten Freibeuter! Wer sonst als der mächtige Freibeuter kann sowohl über die Meere herrschen und sich mit ihren Legenden anfreunden?!
TowerProjectileEngineerVampireHunterName,Vampirjäger-Ingenieur Projektile
TowerProjectileEngineerVampireHunterShortName,Vampirjäger-Ingenieur
TowerProjectileEngineerVampireHunterDescription,"Sollten sich alle Bloons als Vampire erweisen, kann der Ingenieur jetzt ein ganzes Arsenal von Projektilen wie Pfähle, Knoblauch und Särge einsetzen, um Vampbloons platzen zu lassen. Zeitlich begrenzt verfügbares Sammlerobjekt!"
TowerPropMonkeyVillageCanadianFlagName,Affendorf Kanadaflagge
TowerPropMonkeyVillageCanadianFlagShortName,Dorf Kanadaflagge
TowerPropMonkeyVillageCanadianFlagDescription,"Nun, es wird langsam Zeit! Oh Kanada, hisse diese Flagge in all deinen Affendörfern. Wird für alle Upgrades gezeigt"
BloonsZOMGSkinJackOLanternName,Halloween-Kürbis-ZOMG
BloonsZOMGSkinJackOLanternShortName,Halloween-Kürbis-ZOMG
BloonsZOMGSkinJackOLanternDescription,"Saudas Gewinnerbeitrag im jährlichen Kürbis-Schnitzen-ZOMG-Wettbewerb, und sie kann immer noch eine Tomate schnitzen! Zeitlich begrenzt verfügbares Sammlerobjekt!"
BloonsAllBloonsVampireCapesName,Vampirumhang-Bloons
BloonsAllBloonsVampireCapesShortName,Vampirumhang-Bloons
BloonsAllBloonsVampireCapesDescription,Verkleide deine Bloons als Kreaturen der Nacht für das diesjährige Halloween! Zeitlich begrenzt verfügbares Sammlerobjekt!
CoopEmoteAnimationPanicMonkeyName,Panikaffe-Emote
CoopEmoteAnimationPanicMonkeyShortName,Panikaffe
CoopEmoteAnimationPanicMonkeyDescription,"Hier spricht dein Koop-Gastgeber. Bitte. Keine Panik. OK, VERFALLE IN PANIK!"
CoopEmoteAnimationBeggingMonkeyName,Biiiiiite-Affe-Emote
CoopEmoteAnimationBeggingMonkeyShortName,Biiiiiite-Affe
CoopEmoteAnimationBeggingMonkeyDescription,"Biiiiiite, ich brauche noch 10.000 mehr für dieses Upgrade! Es ist nur Zufall, dass ich Spieler 3 bin. Ehrlich!"
GameUIPowerSkinThriveStonksName,Individuelle Kraft – Florierende Stonks
GameUIPowerSkinThriveStonksShortName,Florierende Stonks
GameUIPowerSkinThriveStonksDescription,"Ben empfiehlt, alles in Bananacoins zu investieren. Sie werden durch die Decke gehen!"
GameUIProfileAvatar48Name,Individueller Avatar – Hockeymasken-Affe
GameUIProfileAvatar48ShortName,Hockeymasken-Avatar
GameUIProfileAvatar48Description,Lass den Hockeymasken-Affen nicht aus den Augen! Zeitlich begrenzt verfügbares Sammlerobjekt!
GameUIProfileAvatar49Name,Individueller Avatar – Blei-Zeppelin
GameUIProfileAvatar49ShortName,Blei-Zeppelin-Avatar
GameUIProfileAvatar49Description,Avatar-Gewinner von waywardzuck
GameUIProfileAvatar50Name,Individueller Avatar – Bester Ben
GameUIProfileAvatar50ShortName,Bester-Ben-Avatar
GameUIProfileAvatar50Description,"Wer kümmert sich um deine IT? Dieser Kerl! Wer spielt die fetten Beats? Dieser Kerl! Und wer versorgt dein nächstes Team-Event mit köstlichem Sushi? Nun, natürlich dieser Kerl."
GameUIProfileAvatar51Name,Individueller Avatar – Action Psi
GameUIProfileAvatar51ShortName,Action-Psi-Avatar
GameUIProfileAvatar51Description,"Jederzeit eins mit dem Universum zu sein, heißt nicht, dass Psi nicht ab und an auch Spaß haben kann! Rocke diesen wunderbaren Psi-Avatar, um zu zeigen, dass du ihn magst."
GameUIProfileBanner6Name,Sonnentempel-Profilbanner
GameUIProfileBanner6ShortName,Sonnentempel-Banner
GameUIProfileBanner6Description,Sei Zeuge der wahren Kraft eines vollständig einsatzfähigen Sonnentempels mit diesem epischen individuellen Profilbanner.
GameUIProfileBanner7Name,Geister-&-Süßes-Profilbanner
GameUIProfileBanner7ShortName,Geister-&-Süßes-Banner
GameUIProfileBanner7Description,Süßes oder Saures! Das perfekte individuelle Profilbanner für Halloween.
LychTagLine,Der Grabherr
LychTagLine2,wurde wieder auferweckt!
Lych,Lych
LychInfoPanelDescription,"• Grabherr Lynch entzieht deinen Affen Vorteile und heilt sich gleichzeitig selbst.\n• Wenn alle Schädelauf seiner Gesundheitsleiste erreicht sind, wird Lych zu einem Spektralwesen und lässt die leeren Hüllen kürzlich geplatzter Bloons des MOAB-Klasse wie"
EditorReviewMap,Karte überprüfen
YourBestTime,Deine Bestzeit
Boss,Boss
MiniBoss,Mini-Boss
NormalRewards,Normale Belohnungen
EliteRewards,Elite-Belohnungen
1Player,1 Spieler
2Player,2 Spieler
3Player,3 Spieler
4Player,4 Spieler
BossLeaderboard,Boss-Bestenliste
LeaderboardSubmissionFail,Keine Verbindung zur Bestenliste
SafeNameChallenge,{0}s Herausforderung
SafeNameOdyssey,{0}s Odyssee
BossEventEnded,Das Boss-Event ist vorbei!
RankedNormal,Rang-Modus Normal
RankedElite,Rang-Modus Elite
StartRankedBoss,Rang-Modus Boss beginnen
MusicHaunted,Geisterhaus
GameUIMusicTrackMusicHauntedName,Jukebox: Geisterhaus
GameUIMusicTrackMusicHauntedShortName,Jukebox: Geisterhaus
GameUIMusicTrackMusicHauntedDescription,Krasse Beats und spektrale Rhythmen machen es zum idealen Track für die Halloween-Zeit oder für lange Spiel-Sessions in tiefer Nacht! Zeitlich begrenzt verfügbares Sammlerobjekt!
NSCameraUsageDescription,Screenshots für Support-Tickets
btd6_needmoremonkeymoneyprompt_no_iap,Nicht genug Affengeld!
UseRacePassDescription,"Einen Rennen-Pass nutzen, um unbegrenzte Teilnahmen an diesem Rennen zu erhalten?"
RacePassActivated,Rennen-Pass aktiviert
UseRacePassTitle,Rennen-Pass verwenden?
Elite Best Time,Elite-Bestzeit
Normal Best Time,Normale Bestzeit
NormalCursor,Normaler Cursor
MayAffectPerformance,*Kann die Leistung beeinträchtigen
GameUIMusicTrackMusicOnslaughtName,Ansturm
GameUIMusicTrackMusicOnslaughtShortName,Ansturm
GameUIMusicTrackMusicOnslaughtDescription,Ansturm Boss-Strecke
SharingCoopBoss,Schließe dich meinem Boss-Spiel auf Bloons TD 6 an!
EliteBossEvent,Elite-Boss-Event
NinjaMonkey Paragon,Aufgestiegener Schatten
NinjaMonkey Paragon Description,"Das komplette Assassinen-Paket, um mit jeder Bloon-Bedrohung fertig zu werden."
Elite,Elite
HackGameStopMessage,Die Spielwerte können nicht wieder synchronisiert werden. Leider kann dieses Spiel nicht fortgesetzt werden. Bitte versuche es mit einem anderen Spiel.
RankedMode,Rang-Modus
Any,Alle
ScoreNotVerifiable,"Deine Punktzahl wurde nicht übermittelt, da sie nicht verifiziert werden konnte."
NoBossDataYet,"Besiege den Boss, um einer Mini-Boss-Bestenliste beizutreten!"
LeaderboardMessageMaxPlayers,Top-100-Spieler werden angezeigt
ConfirmQuitCoopMessage,"Du wirst nicht mehr an diesem Spiel teilnehmen können, wenn du jetzt gehst. Bist du sicher?"
YouWereRemoved,"Deine Co-op-Position wurde in deinem letzten Spiel geschlossen, du kannst nicht mehr teilnehmen."
iCloudLongMessage,"Wenn die iCloud aktiviert und verfügbar ist, werden deine Spielstände automatisch für den Backup und Zugriff von anderen Geräten aus automatisch in deinem iCloud-Konto gespeichert."
CreateNew,Neu erstellen
SlotX,Slot {0}
EmptySlot,Leerer Slot
Delete,Löschen
CreatedDate,Erstellt: {0}
LastSavedDate,Zuletzt gespeichert: {0}
DeleteDescription,"Bist du sicher, dass du diese gespeicherte Datei von deinem Gerät und deinem iCloud-Konto löschen willst?"
SaveSlots,Slots speichern
LoadGame,Spiel laden
DeleteDescriptionNotConnected,"Bist du sicher, dass du diese gespeicherte Datei aus deinem lokalen Speicher löschen willst?"
icloudConflictMessage,"Deine Speicherdateien in der iCloud und auf deinem Gerät unterscheiden sich. Bitte wähle die Datei aus, die beibehalten werden soll. Die andere Datei wird dauerhaft gelöscht."
GamecenterRestricted,Multiplayer nicht verfügbar - Du kannst keine Multiplayer-Spiele oder Inhalte auf diesem Gerät spielen.
DeviceOfflineMessage,Dieses Gerät ist aktuell offline. Jegliche bestehende Cloud-Speicherungen sind nicht verfügbar. Jeglicher Fortschritt im Spiel wird nicht gespeichert werden.
GamecenterLoginPrompt,"Bitte melde dich im Game Center an, um darauf zuzugreifen. Öffne die Geräteeinstellungen, suche nach dem Game Center und melde dich an."
GamecenterRestrictedTitle,Multiplayer-Zugang eingeschränkt
GamecenterLoginTitle,Im Game Center anmelden
QuietStreet,Ruhige Straße
GalaxiliEziliSkinName,Galaxili-Skin
GalaxiliEziliSkinDescription,"Alles was wir sind, alles was wir sehen – besteht aus Sternenstaub!"
MonkeyBuccaneer Paragon,Navarch der Meere
MonkeyBuccaneer Paragon Description,"Das Tollste, das je über Wasser geglitten ist."
HeroesPsiPetBisonName,Psi Bison-Tier
HeroesPsiPetBisonShortName,Psi Bison-Tier
HeroesPsiPetBisonDescription,"Ein Beispielexemplar der Paarhufer-Spezies, die Psi so richtig süß findet. Nur Original-Psi ;)"
TowerPropMonkeyVillageAustralianFlagName,Affendorf Australienflagge
TowerPropMonkeyVillageAustralianFlagShortName,Dorf-Australienflagge
TowerPropMonkeyVillageAustralianFlagDescription,"Aussie, Aussie, Aussie, oi, oi, oi! Diese Affendorf-Flagge wird für alle Updates angezeigt"
TowerProjectileMortarSnowName,Mörseraffen-Schneeprojektil
TowerProjectileMortarSnowShortName,Mörser-Schneeprojektil
TowerProjectileMortarSnowDescription,Gewinne jede Schneeballschlacht mit diesem wunderbar schneereichen Mörseraffen-Projektil.  Zeitlich begrenzt verfügbares Sammlerobjekt!
TowerPetIceMonkeySnowmanName,Eisaffe-Schneemanntier
TowerPetIceMonkeySnowmanShortName,Eisaffe-Schneetier
TowerPetIceMonkeySnowmanDescription,"Was macht ein Eisaffe, wenn er nicht gerade Bloons zum Platzen bringt? Natürlich, er baut wunderbare Schneetiere!  Zeitlich begrenzt verfügbares Sammlerobjekt!"
BloonsDDTSkinSleighName,Schicksalsschlitten DDT
BloonsDDTSkinSleighShortName,Schicksalsschlitten DDT
BloonsDDTSkinSleighDescription,Liefere dieses Weihnachten stilvoll deine Geschenke ab mit dem gefürchteten Schicksalsschlitten! Zeitlich begrenzt verfügbares Sammlerobjekt!
BloonsAllBloonsElfHatName,Elfenhut-Bloons
BloonsAllBloonsElfHatShortName,Elfenhut-Bloons
BloonsAllBloonsElfHatDescription,"Alles ist nochmal so süß, wenn man einen winzigen Elfenhut auf dem Kopf hat!  Zeitlich begrenzt verfügbares Sammlerobjekt!"
