//Input. Needs to be first e.g [I] replaced by click or tap,
Click,클릭
TeamMsgPlayerKicked,{1} 님이 {0} 님을 팀에서 추방했습니다.
TeamMsgPlayerDemoted,{1} 님이 {0} 님을 강등했습니다.
TeamMsgRegularTileCaptured,{0} 님이 일반 타일을 점령했습니다. 멋져요!
TeamMsgBannerTileCaptured,{0} 님이 배너 타일을 점령했습니다. 굉장해요!
TeamMsgRelicTileCaptured,{0} 님이 유물 타일을 점령하고 팀 유물 목록에 {1} 유물을 추가했습니다. 대단해요!
TeamMsgRegularTileCapturedOtherGuild,{0} 님이 {1} 팀의 일반 타일을 쟁취했습니다. 훌륭해요!
TeamMsgBannerTileCapturedOtherGuild,{0} 님이 {1} 팀의 배너 타일을 쟁취했습니다. 굉장해요!
TeamMsgRelicTileCapturedOtherGuild,{0} 님이 {2} 팀의 유물 타일을 쟁취하고 팀 유물 목록에 {1} 유물을 추가했습니다. 대단해요!
TeamMsgRelicTileLost,유물 타일 상실! 이제 {0}의 효과를 사용할 수 없습니다.
TeamMsgPlayerPromoted,{1} 님이 {0} 님을 부시장으로 승진했습니다.
TeamMsgTeamCreated,{1} 님이 {0} 팀을 생성했습니다.
TeamMsgNewFocusMarker,{0} 님이 새로운 표적 마커를 설정했습니다.
TeamMsgFlairUnlocked,{0} 잠금 해제 완료! 다들 수고했어요!
TileCaptured,타일 점령함
TileNotCaptured,타일 점령 안 함
TicketUsed,티켓 사용함
NoTicketUsed,티켓 사용 안 함
ScoreToBeat,점수 목표:
YourScore,내 점수:
PublicWithBrackets,(공개)
PrivateWithBrackets,(비공개)
CTRelicWon,유물 확보!
CTBonusPoints,보너스 점수!
Teams,팀
CaptureScoreMissed,점령 점수 미달!
CaptureScoreNear,경고! 점령 점수 근접
CtInternalError,내부 오류가 발생했습니다. 나중에 다시 시도하십시오.
CtServerError,영토 전쟁 서버가 지금 요청을 처리할 수 없습니다. 나중에 다시 시도하십시오.
Achievement 143 Name,영토 전쟁
Achievement 143 Description,다른 플레이어의 타일 5개 점령하기
Achievement 144 Name,제국을 향하여
Achievement 144 Description,타일 50개 점령하기
Achievement 145 Name,영토 골고루 맛보기
Achievement 145 Description,"보스, 타임 어택, 최소 티어, 최소 캐시 타일을 각각 1개씩 점령하기"
CTLeastCashDescription,가능한 한 최소의 캐시로 타일을 차지합니다. 소모 캐시에는 원숭이 타워 배치와 업그레이드 및 유료 영웅 업그레이드 비용도 포함됩니다. 원숭이를 판매해도 소모 캐시가 줄어들지 않습니다.
CTLeastTiersDescription,가능한 한 최소의 원숭이 타워와 업그레이드를 사용해 타일을 차지합니다. 배치된 원숭이와 영웅 및 모든 업그레이드는 각각 한 티어로 계산됩니다. 유료 영웅 업그레이드 역시 한 티어로 계산됩니다. 원숭이를 판매해도 티어 수는 줄어들지 않습니다.
CTTimeAttackDescription,"가능한 한 빨리 타일을 차지합니다. 경주 이벤트와 마찬가지로 타이머는 '플레이'를 누르는 순간 시작합니다. 다음 라운드를 일찍 시작하면 경기 시간 단축에 도움이 되지만, 신중하게 판단하세요! 타임 어택 게임은 저장되지 않으므로 게임 도중에 나가지 마십시오."
CTBossDescription,"보스를 가능한 한 빨리 처치해 타일을 차지합니다. 보스 이벤트와 마찬가지로 타이머는 보스가 화면에 나타나는 순간 시작합니다. 영토 전쟁 보스는 각 타일의 라운드 수에 따라 1티어만 있거나 1티어 및 2티어일 수 있습니다. 공격력이 높은 타워에 집중하는 한편, 가능하면 수입을 늘리고, 다른 풍선에도 신경 쓰는 것을 소홀히 하지 마세요!"
CtEventEnded,안타깝게도 이벤트가 끝났습니다.
RelicStartingStash,시작 캐시
RelicExtraEmpowered,더 큰 힘 있는
RelicBoxOfChocolates,초콜릿 상자
RelicBoxOfMonkey,원숭이 상자
RelicMarchingBoots,행진용 부츠
RelicHeroBoost,영웅 부스트
RelicBiggerBloonSabotage,대형 풍선 사보타주
RelicRoundingUp,라운드 인상
RelicManaBulwark,마나 장벽
RelicRegeneration,재생
RelicRestoration,회복
RelicDurableShots,사격 내구도
RelicAlchemistTouch,연금술의 손길
RelicDeepHeat,깊은 열기
RelicSharpsplosion,뾰족한 폭발
RelicRoyalTreatment,보라색 특별대우
RelicHardBaked,잘 깨지는
RelicFortifried,강화
RelicMoabClash,MOAB 충돌
RelicCamoFlogged,캐모 표적
RelicBrokenHeart,하트 깨기
RelicGoingTheDistance,장거리 특화
RelicHeartless,하트 절감
RelicFlintTips,부싯돌 촉
RelicAbilitized,능력자
RelicAirAndSea,하늘과 바다
RelicElDorado,엘도라도
RelicMonkeyShield,원숭이 보호막
RelicMonkeyShieldMark2,원숭이 보호막 Mk.II
RelicMonkeyShieldMark3,원숭이 보호막 Mk.III
RelicPsiVision,사이 시력
RelicOpenSeason,오픈 시즌
RelicCamoTrap,캐모 함정
RelicThrive,번성
RelicSuperMonkeyStorm,슈원폭
RelicMonkeyBoost,원숭이 부스트
RelicRoadSpikes,로드 스파이크
RelicMoabMine,MOAB 지뢰
RelicGlueTrap,글루 함정
RelicTechbot,테크봇
RelicPrimaryPrimates,일차 유인원
RelicMilitaryMonkeys,군사 원숭이
RelicMagicMonkeys,마법 원숭이
RelicSupportSimians,지원 원숭이
RelicMonkeyTycoon,원숭이 타이쿤
RelicStartingStashDescription,매 게임을 보너스 캐시 300과 함께 시작합니다(일반 타일에서 '캐시 증가' 효과와 중첩).
RelicExtraEmpoweredDescription,게임을 시작할 때 영웅에게 3레벨이 추가됩니다(일반 타일에서 '힘 있는 영웅' 효과와 중첩).
RelicBoxOfChocolatesDescription,매 게임을 추가 목숨 100개와 함께 시작합니다.
RelicBoxOfMonkeyDescription,매 게임 시작 시 최초 단순 배치 비용이 $500 이하인 원숭이 한 마리가 무료로 제공됩니다.
RelicMarchingBootsDescription,"개수 제한이 있는 게임에서 로드아웃에 있는 각 타워의 최대 한도를 각각 1개씩 올려주거나, 게임의 총 타워 한도를 4만큼 올려줍니다."
RelicHeroBoostDescription,매 게임에서 영웅의 XP 획득 속도가 10% 증가합니다.
RelicBiggerBloonSabotageDescription,모든 MOAB급 풍선의 체력이 15% 감소하고 속도는 95%만 나옵니다.
RelicRoundingUpDescription,매 라운드가 끝날 때마다 $20을 획득합니다.
RelicManaBulwarkDescription,최대 50개의 목숨을 흡수하는 보호막을 생성합니다(일반 타일에서 마나 보호막과 중첩).
RelicRegenerationDescription,"목숨을 전혀 잃지 않은 라운드마다 10개의 목숨을 회복하며, 최대 한도는 해당 게임의 시작 목숨 수입니다."
RelicRestorationDescription,"목숨을 전혀 잃지 않은 라운드마다 20개의 목숨을 회복하며, 최대 한도는 해당 게임의 시작 목숨 수 +200개입니다."
RelicDurableShotsDescription,모든 발사무기의 수명이 25% 증가합니다.
RelicAlchemistTouchDescription,모든 공격으로 납 풍선을 터트릴 수 있습니다.
RelicDeepHeatDescription,모든 공격으로 하얀 풍선을 터트릴 수 있습니다.
RelicSharpsplosionDescription,모든 공격으로 검은 풍선을 터트릴 수 있습니다.
RelicRoyalTreatmentDescription,모든 공격으로 보라 풍선을 터트릴 수 있습니다.
RelicHardBakedDescription,모든 공격이 세라믹 풍선에 주는 피해가 1 증가합니다.
RelicFortifriedDescription,모든 공격이 강화 풍선에 주는 피해가 1 증가합니다.
RelicMoabClashDescription,모든 공격이 MOAB급 풍선에 주는 피해가 3 증가합니다.
RelicCamoFloggedDescription,모든 공격이 캐모 풍선에 주는 피해가 1 증가합니다.
RelicBrokenHeartDescription,모든 공격이 재생 풍선에 주는 피해가 +1 증가합니다.
RelicGoingTheDistanceDescription,모든 원숭이의 사정거리가 10% 증가합니다.
RelicHeartlessDescription,재생 풍선의 재생률이 25% 감소합니다.
RelicFlintTipsDescription,뾰족한 발사무기가 적중한 풍선에 화염 지속 피해를 추가합니다(총 4초 동안 2초마다 피해 1 발생).
RelicAbilitizedDescription,모든 원숭이의 모든 발동 능력의 쿨다운이 10% 감소합니다.
RelicAirAndSeaDescription,"에이스, 헬기, 해적, 잠수함의 배치 및 업그레이드 비용이 10% 감소하고, 재장전이 5% 향상됩니다."
RelicElDoradoDescription,승리한 게임에서 획득하는 모든 멍키 머니 및 팀 트로피 보상이 25%(최소한 +1) 증가합니다.
RelicMonkeyShieldDescription,타일을 점령하면 1시간 동안 다른 팀이 그 타일을 공격하지 못합니다. 점수를 올리면 타이머가 초기화됩니다.
RelicMonkeyShieldMark2Description,타일을 점령하면 2시간 동안 다른 팀이 그 타일을 공격하지 못합니다. 점수를 올리면 타이머가 초기화됩니다.
RelicMonkeyShieldMark3Description,타일을 점령하면 3시간 동안 다른 팀이 그 타일을 공격하지 못합니다. 점수를 올리면 타이머가 초기화됩니다.
RelicPsiVisionDescription,맵에 있는 모든 타일의 상세 정보를 볼 수 있습니다.
RelicOpenSeasonDescription,맵에 있는 아무 타일이나 공격할 수 있습니다.
RelicCamoTrapDescription,한 게임당 캐모 함정 파워업을 2번 사용할 수 있습니다.
RelicThriveDescription,한 게임당 번성 파워업을 2번 사용할 수 있습니다.
RelicSuperMonkeyStormDescription,한 게임당 슈퍼 원숭이 폭풍을 2번 사용할 수 있습니다.
RelicMonkeyBoostDescription,한 게임당 원숭이 부스트를 3번 사용할 수 있습니다.
RelicRoadSpikesDescription,한 게임당 로드 스파이크 무더기 10개를 획득합니다.
RelicMoabMineDescription,한 게임당 MOAB 지뢰 파워업을 1번 사용할 수 있습니다.
RelicGlueTrapDescription,한 게임당 글루 함정 파워업을 2번 사용할 수 있습니다.
RelicTechbotDescription,한 게임당 테크봇 파워업을 1번 사용할 수 있습니다.
RelicPrimaryPrimatesDescription,모든 일차 원숭이의 비용을 10% 감소합니다.
RelicMilitaryMonkeysDescription,모든 군사 원숭이의 비용을 10% 감소합니다.
RelicMagicMonkeysDescription,모든 마법 원숭이의 비용을 10% 감소합니다.
RelicSupportSimiansDescription,모든 지원 원숭이의 비용을 10% 감소합니다.
RelicMonkeyTycoonDescription,"로드아웃에 있는 원숭이 타워가 각각 +1이 되며, 기본 비용이 5% 감소합니다."
InviteToTeam,팀으로 초대하기
TeamLeave,팀에서 나가기
Requests,신청
TeamMessagesTab,메시지
TeamRosterTab,장부
TeamPending,대기 중
CancelRequest,신청 취소
TeamDisband,팀 해산하기
TeamCode,팀 코드
TeamMemberCount,{0}/{1}명
TeamPendingApplications,({0}건 대기 중)
TeamNoInfo,표시할 정보 없음
AllTeams,모든 팀
TeamsAdvancedSearch,고급 검색
TeamInvitationDisband,초대를 수락하려면 먼저 현재 팀을 해산해야 합니다.
TeamInvitationAcceptWarning,이 초대를 수락하면 현재 팀에서 나가게 됩니다.
TeamBrowserAllTeams,모든 팀
TeamBrowserFriendsTeams,친구 팀
TeamBrowserTeamRequests,신청
TeamQuickJoin,빠른 가입
TeamBrowserTitle,팀 탐색기
TeamBrowserSearchField,팀 이름을 입력하세요.
TeamBrowserSearchHideFull,만원인 팀 숨기기
TeamBrowserSearchHidePrivate,비공개 팀 숨기기
TeamBrowserSearchHideClosed,닫힌 팀 숨기기
TeamEditApplyAll,모두 적용
TeamScore,점수: {0}
TeamRemoveMember,정말 해당 팀원을 추방하시겠습니까?
TeamPromoteMember,정말 해당 팀원을 승진시키시겠습니까?
TeamDemoteMember,정말 해당 팀원을 강등하시겠습니까?
TeamErrorShowPop,팀 오류
TeamOwnershipTransferTitle,팀 리더십 양도
TeamOwnershipTransferFailed,다른 플레이어에게 팀 리더십 양도 실패
TeamOwnershipTransferWarning,정말 해당 팀원에게 팀 리더십을 양도하시겠습니까? 진행하고 나면 되돌릴 수 없습니다!
TeamLeaveConfirm,정말 팀에서 나가시겠습니까?
TeamDisbandConfirm,정말 팀을 해산하시겠습니까?
TeamOwnershipLeavingWarning,나가기 전에 팀의 리더십을 다른 팀원에게 양도하십시오.
TeamNoneFound,팀을 찾을 수 없음
CTLocal,로컬 영전
CTGlobal,글로벌 영전
Rank4th,4등
Rank4thAnd,4~10등
Rank11thAnd,11~20등
Rank21stAnd,21~40등
Rank41stAnd,41~60등
RewardsTop25,상위 25위
RewardsTop100,상위 100위
DegradedScore,하락 점수
ERR_INVITATION_NO_LONGER_EXISTS,초대가 사라졌습니다
TeamMateSetScore,팀원이 새로운 목표 점수를 세웠어요!
AnotherTeamSetScore,다른 팀이 새로운 목표 점수를 세웠어요!
FriendScreenErrorTeamInviteAlreadyMember,이미 같은 팀에 있는 플레이어입니다.
TotalTeamScore,팀 점수
CTRulesInfo,"영토 전쟁 콘텐츠를 소개합니다! 팀에서 협력하여 타일을 점령하고 순위표의 정상에 올라 멋진 보상을 타세요!\n\n• 점령 티켓은 타일을 점령할 때만 소모되며, 24시간마다 초기화됩니다.\n• 미사용 점령 티켓은 다음날 다른 팀원들이 사용할 수 있는 티켓 풀로 옮겨집니다.\n• 타일을 점령하면 해당 타일의 점수가 시간이 지나면서 서서히 하락해 24시간이 지나면 타일이 중립 상태가 됩니다.\n• 영전 점수는 타일을 점령할 때, 그리고 타일 점령을 유지하는 동안 매시간 획득합니다. 영전 점수는 개인 및 팀의 순위표 순위에 반영되니 가능한 한 자주 타일을 정복하세요!\n• 배너 타일은 난이도가 높으며, 훨씬 더 많은 영전 점수를 줍니다.\n• 유물 타일은 팀에 강력한 유물 지식을 부여해 다른 타일을 점령할 때 도움이 됩니다.\n• 타일 진행 상황은 20라운드마다 저장되며, 동시에 여러 게임의 진행 상황을 저장할 수는 없습니다.\n• 팀 트로피 상점에서 가장 원하는 유물에 투표하고 게임 준비 페이지에서 전투에 사용할 유물을 선택하세요."
TeamTrophyStoreRulesInfo,"이곳은 미해제 영전 유물에 투표하고 일일 파워, 이벤트 유물, 팀 표식 등의 펀딩에 참여할 수 있는 팀 트로피 상점입니다.\n• 일일 파워는 영전 이벤트 동안 하루에 한 번 해제가 가능하며, 펀딩이 완료되면 팀 전체가 온종일 사용할 수 있습니다.\n• 이벤트 유물은 영전 이벤트 동안 풀리며, 펀딩이 완료되면 남은 이벤트 기간 내내 사용할 수 있습니다. 유물 타일을 통해 해제되는 유물과는 별개입니다.\n• 유물 타일을 점령한 후 이번 이벤트에서 해제한 유물 지식 중 가장 마음에 드는 것에 투표하세요. 최종 4개의 유물 로드아웃에 상위 7개의 유물 중에서 선택할 수 있게 됩니다.\n• 팀 표식은 팀 전체에서 펀딩할 수 있으며, 펀딩이 완료되면 해당 팀에서 영구히 사용할 수 있습니다. 팀에서 나가면 팀 표식을 사용할 수 없습니다."
TeamsBanner1Name,우주 원숭이 배너
TeamsBanner2Name,영웅 협동 배너
TeamsBanner3Name,행복 배너
TeamsBanner4Name,표창 하늘 배너
TeamsBanner5Name,원숭이 단결 배너
TeamsBanner6Name,전시 왕국 배너
TeamsBanner1ShortName,우주 원숭이 배너
TeamsBanner2ShortName,영웅 협동 배너
TeamsBanner3ShortName,행복 배너
