//Input. Needs to be first e.g [I] replaced by click or tap,
Click,Clique
ConfirmAgeInfo,"Para continuar, confirme sua idade atual. Você precisa fazer login para jogar funções online adicionais e fazer backup dos dados."
AgeQuestion,Você tem {0} anos ou mais?
AgeYes,"Sim, eu tenho {0} anos ou mais."
AgeNo,"Não, eu tenho menos de {0} anos."
PersonalAccountInfo,"Você pode criar uma conta pessoal sem usar nenhuma informação pessoalmente identificável.
Ao escolher ""Eu concordo"", seu responsável ou guardião avaliou a Política de Privacidade e os Termos de Serviço da Ninja Kiwi com você, e concorda com a Política de Privacidade e Termos de Serviço, e com nossa capacidade de armazenar suas informações de jogo e de conta não identificáveis pessoalmente em nosso serviço, o que inclui o uso de nossos servidores localizados nos EUA."
AgreeCreateAccount,"Eu concordo, criar uma conta"
NormalAccountInfo,"Ao continuar, você concorda com a Política de Privacidade e os Termos de Serviço, e com nossa capacidade de armazenar suas informações de jogo e de conta em nosso serviço, o que inclui o uso de nossos servidores localizados nos EUA."
LoggedInAs,Logado como:
EpicAccountId,ID da Conta Epic:
NeedHelp,Precisa de ajuda?
ContactSupport,Falar com o suporte
DeleteAccountText,"Apagar sua conta significa perder acesso a todos os dados e progresso salvos na nuvem.
Insira seu ID de usuário (como visto abaixo) na caixa para apagar sua conta. Pode demorar de 48 a 72 horas para sua conta ser removida."
EnterUserId,Insira o ID de usuário aqui
GetAllButton,Pegar tudo
GetAllConfirmation,Confirme que você deseja gastar seu Dinheiro de Macaco para obter todos os heróis e visuais disponíveis!
DeleteAccount,Apagar conta
CtLeaderboardTitle,Placares de Território Contestado
LocalTeams,Equipes locais
LocalPlayers,Jogadores locais
GlobalTeams,Equipes globais
GlobalPlayers,Jogadores globais
CreateTeamPanelTitle,Criar equipe
CreateTeamTitle,Criar uma equipe
CreateTeamNameDescription,Nome da equipe:
CreateTeamNameInputField,Insira o nome da equipe.
CreateTeamCostDescription,Gaste {0} para comprar uma equipe
CreateTeamFailed,Falha ao criar equipe
EditTeamPanelTitle,Editar equipe
EditTeamTitle,Editar sua equipe
EditTeamNameDescription,Editar nome da equipe:
TeamEmblemTitle,Emblema
TeamBannerTitle,Bandeira
TeamEmblemsTitle,Emblemas
TeamBannersTitle,Bandeiras
TeamGeneralTitle,Geral
TeamSettingPublicTitle,Público
TeamSettingPrivateTitle,Privado
TeamSettingClosedTitle,Apenas convidados
TeamJoin,Entrar
TeamApply,Candidatar-se
RecentWin,Vitória recente:
TileHeldBy,Título com:
Score,Pontuação
ScoreDegradesIn,Pontuação reduz em:
NeutralOwnerIn,Proprietário neutro em:
Tile,Espaço: {0}
RelicTile,Espaço de Relíquia
BannerTile,Espaço de Bandeira
BonusCTPoints,Pontos de TC bônus!
DailyRelics,Poder diário e relíquias de evento
HeldRelics,Relíquias capturadas
Tickets,Tickets:
PurchaseTickets,Comprar ticket
MoreTicketsIn,Mais tickets em:
CTTitleName,Território Contestado
CTTeamStore,Loja da equipe
CTMyTeam,Minha equipe
CTTeamTrophies,Troféus da equipe
CTTickets,Tickets
CTTeamTickets,Tickets de Equipe
CTNextTicketsIn,Próximos tickets em:
CTTileSearch,Busca de espaços
CTOwner,Proprietário:
CTScore,Pontuação:
CTNeutralIn,Neutro em:
CTPosition,Posição:
CTUncaptured,Não capturado
CTCheckpoint,Ponto de verificação alcançado!
CTNewScore,Nova pontuação!
CTBestScore,Recorde
TimeAttack,Contra o tempo
ERR_NOT_LOGGED_IN,Não conectado
ERR_ALREADY_PENDING,Solicitação pendente
ERR_FEATURE_UNAVAILABLE,Função indisponível. Tente novamente mais tarde.
ERR_REQUEST_PARAMETER_MISSING,Parâmetro faltando
ERR_GUILD_FULL,A equipe está cheia
ERR_GUILD_NAME_EXISTS,O nome de equipe já existe
ERR_GUILD_DOES_NOT_EXIST,A equipe não existe
ERR_GUILD_CANNOT_DISBAND,A equipe não pode ser desfeita
ERR_GUILD_PERMISSION_DENIED,Permissão negada
ERR_GUILD_CANNOT_UPDATE_OWNER_DENIED,Incapaz de atualizar dono da equipe. Permissão negada.
ERR_GUILD_CANNOT_UPDATE_OWNER_NONE,Incapaz de atualizar dono da equipe.
ERR_TIMEOUT,Solicitação expirada. Tente novamente.
CreateNewTeamText,Criar uma nova equipe?
ParagonLimitReached,Limite de Excelência alcançado
TeamMsgNewMayor,{0} é o novo prefeito!
TeamMsgPlayerJoined,{0} se juntou à equipe
TeamMsgPlayerLeft,{0} saiu da equipe
TeamMsgPlayerKicked,{0} foi expulso da equipe por {1}.
TeamMsgPlayerDemoted,{0} foi rebaixado por {1}.
TeamMsgRegularTileCaptured,{0} capturou um Espaço Comum. Ótimo trabalho!
TeamMsgBannerTileCaptured,{0} capturou um Espaço de Bandeira. Incrível!
TeamMsgRelicTileCaptured,{0} capturou um Espaço de Relíquia e adicionou {1} à lista de relíquias da equipe. Muito bom!
TeamMsgRegularTileCapturedOtherGuild,{0} capturou um Espaço Comum de {1}. Ótimo trabalho!
TeamMsgBannerTileCapturedOtherGuild,{0} capturou um Espaço de Bandeira de {1}. Incrível!
TeamMsgRelicTileCapturedOtherGuild,{0} capturou um Espaço de Relíquia de {1} e adicionou {2} à lista de relíquias da equipe. Muito bom!
TeamMsgRelicTileLost,Espaço de Relíquia perdido! {0} não está mais disponível.
TeamMsgPlayerPromoted,{0} foi promovido a subprefeito por {1}
TeamMsgTeamCreated,A equipe {0} foi criada por {1}
TeamMsgNewFocusMarker,Novo marcador de foco definido por {0}
TeamMsgFlairUnlocked,{0} foi totalmente fundado! Esforço incrível!
TileCaptured,Espaço capturado
TileNotCaptured,Espaço não capturado
TicketUsed,Ticket usado
NoTicketUsed,Ticket não usado
ScoreToBeat,Pontuação a superar:
YourScore,Sua pontuação:
PublicWithBrackets,(Público)
PrivateWithBrackets,(Privado)
CTRelicWon,Relíquia obtida!
CTBonusPoints,Pontos bônus!
Teams,Equipes
CaptureScoreMissed,Pontuação de captura não alcançada!
CaptureScoreNear,Aviso! Perto da pontuação de captura!
CtInternalError,Um erro interno ocorreu. Tente novamente mais tarde.
CtServerError,O servidor do Território Contestado não conseguiu processar sua solicitação. Tente novamente mais tarde.
Achievement 143 Name,Território Conquistado
Achievement 143 Description,Capture 5 espaços de outros jogadores.
Achievement 144 Name,Estado dos Impérios
Achievement 144 Description,Capture 50 espaços.
Achievement 145 Name,Degustador de Territórios
Achievement 145 Description,"Capture 1 de cada espaço: Chefe, Contra o Tempo, Menos Níveis e Menos Dinheiro"
CTLeastCashDescription,"Use o mínimo de dinheiro possível para ganhar o espaço. Dinheiro gasto inclui posicionamento de torres de macaco e melhorias, assim como melhorias de herói pagas. Vender um macaco não reduz o dinheiro gasto."
CTLeastTiersDescription,"Use o menor número de torres de macaco e melhorias possível para vencer cada espaço. Cada macaco e herói posicionado, e cada melhoria, conta como um nível. Melhorias de herói pagas também contam como níveis. Vender um macaco não reduz a contagem de níveis"
CTTimeAttackDescription,"Consiga o menor tempo possível para ganhar o espaço. Baseado no evento de corrida, o relógio começa quando você apertar em jogar. Envie as próximas rodadas mais cedo para melhorar seu tempo, mas tome cuidado! Partidas de Contra o Tempo não serão salvas, e"
CTBossDescription,"Destrua o chefe o mais rápido possível para ganhar o espaço. Baseado no evento de chefe, o relógio começa quando o chefe aparece na tela. Chefes de Território Contestado serão apenas nível 1 ou níveis 1 e 2, dependendo da contagem de rodadas de cada espaç"
CtEventEnded,Infelizmente o evento terminou
RelicStartingStash,Estoque Inicial
RelicExtraEmpowered,Empoderamento Extra
RelicBoxOfChocolates,Caixa de Chocolates
RelicBoxOfMonkey,Caixa de Macacos
RelicMarchingBoots,Botas de Marcha
RelicHeroBoost,Poder de Herói
RelicBiggerBloonSabotage,Sabotagem Bloon Maior
RelicRoundingUp,Arredondado para Cima
RelicManaBulwark,Baluarte de Mana
RelicRegeneration,Regeneração
RelicRestoration,Restauração
RelicDurableShots,Disparos Duráveis
RelicAlchemistTouch,Toque de Alquimista
RelicDeepHeat,Calor Profundo
RelicSharpsplosion,Explosão Afiada
RelicRoyalTreatment,Tratamento Real
RelicHardBaked,Forno Quente
RelicFortifried,Fortifritado
RelicMoabClash,Duelo MOAB
RelicCamoFlogged,Divulgação Camuflada
RelicBrokenHeart,Coração Partido
RelicGoingTheDistance,Indo Até o Fim
RelicHeartless,Sem Coração
RelicFlintTips,Pontas Incendiárias
RelicAbilitized,Habilidoso
RelicAirAndSea,Pelo Ar e pelo Mar
RelicElDorado,El Dorado
RelicMonkeyShield,Escudo de Macaco
RelicMonkeyShieldMark2,Escudo de Macaco Nv. 2
RelicMonkeyShieldMark3,Escudo de Macaco Nv. 3
RelicPsiVision,Visão Psíquica
RelicOpenSeason,Temporada de Caça
RelicCamoTrap,Armadilha de Camuflados
RelicThrive,Prosperar
RelicSuperMonkeyStorm,SMS
RelicMonkeyBoost,Impulso Símio
RelicRoadSpikes,Espinhos
RelicMoabMine,Mina MOAB
RelicGlueTrap,Armadilha de Cola
RelicTechbot,Bot Tecnológico
RelicPrimaryPrimates,Primatas Primários
RelicMilitaryMonkeys,Macacos Militares
RelicMagicMonkeys,Macacos Mágicos
RelicSupportSimians,Símios de Suporte
RelicMonkeyTycoon,Macaco Magnata
RelicStartingStashDescription,Comece cada partida com 300 de dinheiro extra (acumula com Mais Dinheiro em Espaços Comuns).
RelicExtraEmpoweredDescription,Seu herói começa o jogo com 3 níveis extras (acumula com Heróis Empoderados em Espaços Comuns).
RelicBoxOfChocolatesDescription,Comece cada partida com 100 vidas extras.
RelicBoxOfMonkeyDescription,Comece cada partida com um macaco grátis no valor de $500 ou menos para posicionamento inicial não modificado.
RelicMarchingBootsDescription,"Em partidas de contagem restrita, dá aos jogadores +1 de contagem máxima para cada torre em seu arsenal, ou +4 de contagem máxima total por partida."
RelicHeroBoostDescription,Heróis ganham XP 15% mais rápido em cada partida.
RelicBiggerBloonSabotageDescription,Todos os Bloons classe MOAB surgem com 15% menos vida e se movem em 95% da velocidade.
RelicRoundingUpDescription,Ganhe +$20 ao final de cada rodada.
RelicManaBulwarkDescription,Cria um escudo que absorve até 50 vidas (acumula com Escudo de Mana em Espaços Comuns).
RelicRegenerationDescription,"Restaura 10 vidas por rodada até o número de vidas inicial de cada partida, caso nenhuma vida tenha sido perdida naquela rodada."
RelicRestorationDescription,"Restaura 20 vidas por rodada até um número de vidas inicial de +200, caso nenhuma vida tenha sido perdida naquela rodada."
RelicDurableShotsDescription,Todos os projéteis duram +25%.
RelicAlchemistTouchDescription,Todos os ataques podem estourar Bloons de Chumbo.
RelicDeepHeatDescription,Todos os ataques podem estourar Bloons Brancos.
RelicSharpsplosionDescription,Todos os ataques podem estourar Bloons Pretos.
RelicRoyalTreatmentDescription,Todos os ataques podem estourar Bloons Roxos.
RelicHardBakedDescription,Todos os ataques causam +1 de dano em Bloons de Cerâmica.
RelicFortifriedDescription,Todos os ataques causam +1 de dano em Bloons Fortificados.
RelicMoabClashDescription,Todos os ataques causam +3 de dano em Bloons classe MOAB.
RelicCamoFloggedDescription,Todos os ataques causam +3 de dano em Bloons Camuflados.
RelicBrokenHeartDescription,Todos os ataques causam +1 de dano em Bloons Regeneradores.
RelicGoingTheDistanceDescription,Todos os macacos ganham alcance +20%.
RelicHeartlessDescription,A velocidade de regeneração dos Bloons Regeneradores é reduzida em 25%.
RelicFlintTipsDescription,"Projéteis afiados adicionam fogo a todos os Bloons que danificam (1 de dano a cada 2,5 s por um total de 5 s)."
RelicAbilitizedDescription,Todas as recargas de habilidade ativas de todos os macacos reduzidas em 10%.
RelicAirAndSeaDescription,"Ás, Helicóptero, Bucaneiro e Submarino têm custos de posicionamento e melhoria reduzidos em 10% e recarga melhorada em 5%."
RelicElDoradoDescription,Todas as recompensas de Dinheiro de Macaco e Troféus de Equipe por vitórias em partidas aumenta em 25% (mínimo +1).
RelicMonkeyShieldDescription,"Por 1 hora após a captura, o espaço não pode ser atacado por equipes adversárias. Pontuação melhorada irá reiniciar."
RelicMonkeyShieldMark2Description,"Por 2 horas após a captura, o espaço não pode ser atacado por equipes adversárias. Pontuação melhorada irá reiniciar."
RelicMonkeyShieldMark3Description,"Por 3 horas após a captura, o espaço não pode ser atacado por equipes adversárias. Pontuação melhorada irá reiniciar."
RelicPsiVisionDescription,Veja os detalhes completos para todos os espaços no mapa.
RelicOpenSeasonDescription,Ataque qualquer espaço no mapa.
RelicCamoTrapDescription,Concede o uso de 1 poder Armadilha de Camuflados por partida.
RelicThriveDescription,Concede o uso de 2 poderes Prosperar por partida.
RelicSuperMonkeyStormDescription,Concede o uso de 2 poderes SMS por partida.
RelicMonkeyBoostDescription,Concede o uso de 3 poderes Impulso de Macaco por partida.
RelicRoadSpikesDescription,Concede 10 instâncias de Espinhos por partida.
RelicMoabMineDescription,Concede o uso de 1 poder Mina MOAB por partida.
RelicGlueTrapDescription,Concede o uso de 2 poderes Armadilha de Cola por partida.
RelicTechbotDescription,Concede o uso de 1 poder Bot Tecnológico por partida.
RelicPrimaryPrimatesDescription,Reduz o custo de todos os macacos primários em 10%.
RelicMilitaryMonkeysDescription,Reduz o custo de todos os macacos militares em 10%.
RelicMagicMonkeysDescription,Reduz o custo de todos os macacos mágicos em 10%.
RelicSupportSimiansDescription,Reduz o custo de todos os macacos de apoio em 10%.
RelicMonkeyTycoonDescription,Ganha +1 de todas as torres de macaco no seu arsenal e seu custo base é reduzido em 5%.
InviteToTeam,Convidar para a equipe
TeamLeave,Sair da equipe
Requests,Solicitações
TeamMessagesTab,Mensagens
TeamRosterTab,Membros
TeamPending,Pendente
CancelRequest,Cancelar solicitação
TeamDisband,Desfazer equipe
TeamCode,Código da equipe
TeamMemberCount,{0}/{1} membros
TeamPendingApplications,({0} pendente)
TeamNoInfo,Nenhuma informação para exibir
AllTeams,Todas as equipes
TeamsAdvancedSearch,Busca avançada
TeamInvitationDisband,Você deve desfazer sua equipe antes de aceitar um convite
TeamInvitationAcceptWarning,Aceitar este convite removerá você da sua equipe atual
TeamBrowserAllTeams,Todas as equipes
TeamBrowserFriendsTeams,Equipes de amigos
TeamBrowserTeamRequests,Solicitações
TeamQuickJoin,Entrar rapidamente
TeamBrowserTitle,Navegador de equipes
TeamBrowserSearchField,Insira o nome da equipe...
TeamBrowserSearchHideFull,Ocultar equipes cheias
TeamBrowserSearchHidePrivate,Ocultar equipes privadas
TeamBrowserSearchHideClosed,Ocultar equipes só para convidados
TeamEditApplyAll,Aplicar tudo
TeamScore,Pontuação: {0}
TeamRemoveMember,Tem certeza que deseja remover este membro?
TeamPromoteMember,Tem certeza que deseja promover este membro?
TeamDemoteMember,Tem certeza que deseja rebaixar este membro?
TeamErrorShowPop,Erro na equipe
TeamOwnershipTransferTitle,Transferência de liderança de equipe
TeamOwnershipTransferFailed,Falha ao transferir liderança para outro jogador
TeamOwnershipTransferWarning,Tem certeza que deseja transferir a liderança da equipe para esse membro? Isso não pode ser desfeito!
TeamLeaveConfirm,Tem certeza que deseja sair da equipe?
