//Input. Needs to be first e.g [I] replaced by click or tap,
Click,انقر
Blade trap description level 15,ضع هذا على المسار وشاهد أول بالونات يلمسه يتم تمزيقه عن طريق الشفرات الدوارة الرائعة! أحدث نموذج أقوى!
Stack of old nails description level 16,نعم، إنه مجرد لغم أشواك ومسامير عملاق، ولكن يمكنك وضعه في أي مكان على المسار، وسوف يفرقع تلك البالونات الضالة بسهولة.
Jar of Pickles description level 16,جرب هذه المخللات على أحد أبراج القرود الخاصة بك وسوف تضرب بقوة أكبر، لكن أطلق النار بشكل أبطأ لفترة من الوقت. الآن مع المزيد من الأضرار المتزايدة التي لحقت بالونات المحصنة!
Gerrys fire hot sauce description level 16,2.8 مليون وحدة بلونفيل. من يتذوق هذه الصلصة الخاصة سوف يقذف النار لفترة من الوقت! الآن مع احتراق إضافي.
Tube of amaz-o-glue description level 17,"مدهش حقا! ضع أنبوبًا من هذه الأعجوبة الحديثة في أي مكان على المسار وشاهد المجموعة التالية من البالونات وحتى مناطيد ""موآب"" تبطئ بسرعة."
Genie bottle description level 18,استدعاء القرد الجني من هذه الزجاجة الذهبية الرائعة ولكن احذر، لن تدوم إلى الأبد! (لا توجد رغبات متضمنة مع الشراء). هجوم إضافي والمزيد من الأضرار التي لحقت لمنطاد موآب متضمنة الآن.
Creepy idol description level 18,ضع هذا الصنم ذي المظهر المخيف بالقرب من المسار لإخافة بعض البالونات للعودة من حيث أتوا. ترقية الكفن الغامض غير مقفلة!
See invisibility potion description level 19,أيًا كان القرد الذي تقدمه مع هذا الإكسير الرائع للغاية، فسيكون قادرًا على رؤية البالونات المموهة بسهولة! سوف تتلاشى التأثيرات.
FriendScreenSureUnBlock,هل أنت متأكد أنك تريد إلغاء حظر هذا المستخدم؟
None,لا أحد
Knowledge Requirement Monkey Money,عدم كفاية أموال القرود. شراء المزيد؟
Knowledge Requirement Points,عدم كفاية النقاط المعرفية.
InviteFriend,توجيه الدعوة لصديق
InvitedToJoin,دعاك {0} إلى لعبته التعاونية. هل تود الانضمام؟
HeroesMountainObynPetBalfrogName,بالفروج الأليف
HeroesMountainObynPetBalfrogShortName,بالفروج الأليف
HeroesMountainObynPetBalfrogDescription,من مناجم مظلمة تحت الجبال الضبابية، هذا الضفدع الصغير يضيء حقًا أي محادثة برغبة ملحة في أن يكون شعلة حقيقية. جبل أوبين فقط
TowerPropMonkeyVillagePrideFlagName,علم فخر قرية القرد
TowerPropMonkeyVillagePrideFlagShortName,علم فخر القرية
TowerPropMonkeyVillagePrideFlagDescription,احتفل بالتنوع والاختيار مع علم الفخر الأكثر روعة لقرى القرود الخاصة بك. يظهر لجميع الترقيات
CoopEmoteTextNeedMoreName,في حاجة للمزيد! رمز تعبيري بعبارة
CoopEmoteTextNeedMoreShortName,في حاجة للمزيد!
CoopEmoteTextNeedMoreDescription,عندما تحتاج إلى المزيد من النقود، أو بالونات، أو الدفاعات، أو مجرد طعام، فإن هذا التعبير رائع في أي مناسبة.
CoopEmoteTextNeedMoreWord,في حاجة للمزيد!
CoopEmoteAnimationRainbowName,رسوم متحركة بلون قوس قزح
CoopEmoteAnimationRainbowShortName,قوس قزح
CoopEmoteAnimationRainbowDescription,الجميع يغني الآن! شيء ما فوق قوس قزح ...
GameUIProfileAvatar61Name,أفاتار القرد النشاب
GameUIProfileAvatar61ShortName,أفاتار القرد النشاب
GameUIProfileAvatar61Description,الحمد لله على وجود القرد النشاب! مفجر البالونات!
GameUIProfileAvatar62Name,أفاتار جيرالدو
GameUIProfileAvatar62ShortName,أفاتار جيرالدو
GameUIProfileAvatar62Description,مرحبًا يا صديقي، هل يمكنني إثارة اهتمامك بأرنب أبيض رقيق؟ إنه غير ضار تمامًا، ألا توافق؟
GameUIProfileBanner15Name,لافتة بنمط أو جي بي تي دي
GameUIProfileBanner15ShortName,لافتة بنمط أو جي بي تي دي
GameUIProfileBanner15Description,أفاتار الفائز هو لورد تيدنجتون
GameUIProfileBanner16Name,لافتة روح الغابة
GameUIProfileBanner16ShortName,لافتة روح الغابة
GameUIProfileBanner16Description,الفائز باللافتة هو تريكي 999 تريكي
GameUIMusicTrackMusicTribesJaloonMixName,صندوق الموسيقى: ترايبس أند تريبيوليشنز - ريميكس دجالون
GameUIMusicTrackMusicTribesJaloonMixShortName,ترايبس - دجالون
GameUIMusicTrackMusicTribesJaloonMixDescription,انطلق إلى حلبة الرقص مع هذا الريمكس المكثف لأغنية ترايبس آند تربيوليشنز المحبوبة
Quarry,محجر
VoidoraAdoraSkinName,مظهر فيودورا
VoidoraAdoraSkinDescription,جئت إليكم من العدم
VoidoraAdoraSkinNameFull,فيودورا
InappropriateTeamName,يرجى اختيار اسم فريق أكثر ملاءمة للتحدي
TeamNameNotUnique,هذا الاسم مستخدم من قبل! يرجى اختيار اسم آخر أو محاولة إضافة أرقام
TeamNameTooShort,يجب أن يتراوح طول أسماء الفرق من {0} إلى {1} من الأحرف
SentryParagonChild,تعديل سينتري باراجون
LoginwithEpic,تسجيل الدخول باسم Epic
EnterLinkingCode,أدخل رمز الارتباط للاتصال:
Connect,الاتصال
PrivacyPolicy,سياسة الخصوصية
TermsOfService,شروط الخدمة
ConfirmAgeInfo,للمتابعة، يرجى تأكيد عمرك الحالي. يجب عليك تسجيل الدخول للعب ميزات إضافية عبر الإنترنت ونسخ البيانات احتياطيًا.
AgeQuestion,هل تبلغ من العمر {0} أو أكبر؟
AgeYes,نعم أنا عمري {0} أو أكبر
AgeNo,لا، أنا أقل من {0}.
PersonalAccountInfo,"يمكنك إنشاء حساب شخصي دون استخدام أي معلومات تعريف شخصية.
باختيار ""أوافق""، قام والدك أو ولي أمرك بمراجعة سياسة الخصوصية وشروط الخدمة الخاصة بشركة نينجا كيواي معك، وهم يوافقون على سياسة الخصوصية وشروط الخدمة، وقدرتنا على تخزين طريقة اللعب الخاصة بك والحساب غير الشخصي. المعلومات الموجودة في خدمتنا، والتي تشمل استخ"
AgreeCreateAccount,أوافق على إنشاء حساب
NormalAccountInfo,من خلال المتابعة، فإنك توافق على سياسة الخصوصية وشروط الخدمة الخاصة بشركة نينجا كيواي، وعلى قدرتنا على تخزين معلومات اللعب والحساب في خدمتنا، والتي تتضمن استخدام الخوادم الموجودة في الولايات المتحدة الأمريكية.
LoggedInAs,تسجيل دخولك باسم:
EpicAccountId,"معرف حساب باسم ""Epic"":"
NeedHelp,تحتاج مساعدة؟
ContactSupport,اتصل بالدعم
DeleteAccountText,"حذف حسابك يعني أنك تفقد الوصول إلى كل تقدم السحابة والبيانات.
الرجاء إدخال معرف المستخدم الخاص بك (كما هو موضح أدناه) في المربع لحذف حسابك. قد تستغرق إزالة حسابك من 48 إلى 72 ساعة."
EnterUserId,أدخل معرف المستخدم هنا
GetAllButton,احصل على كل شيء
GetAllConfirmation,يرجى تأكيد رغبتك في إنفاق أموال القرود للحصول على جميع الأبطال والجلود المتاحة!
DeleteAccount,حذف الحساب
CtLeaderboardTitle,لوحة المتصدرين للإقليم المتنازع عليه
LocalTeams,الفرق المحلية
LocalPlayers,اللاعبون المحليون
GlobalTeams,الفرق العالمية
GlobalPlayers,اللاعبون العالميون
CreateTeamPanelTitle,إنشاء فريق
CreateTeamTitle,إنشاء فريق
CreateTeamNameDescription,اسم الفريق:
CreateTeamNameInputField,أدخل اسم فريق...
CreateTeamCostDescription,أنفق {0} لإنشاء فريق
CreateTeamFailed,فشل إنشاء فريق
EditTeamPanelTitle,تعديل فريق
EditTeamTitle,تعديل فريقك
EditTeamNameDescription,تعديل اسم الفريق:
TeamEmblemTitle,الشعار
TeamBannerTitle,لافتة زينة
TeamEmblemsTitle,الشعارات
TeamBannersTitle,أعلام زينة
TeamGeneralTitle,عمومي
TeamSettingPublicTitle,عام
TeamSettingPrivateTitle,خاص
TeamSettingClosedTitle,دعوة فقط
TeamJoin,انضمام
TeamApply,التقديم
RecentWin,الفوز الأخير:
TileHeldBy,البلاط المُحتفظ به لدى:
Score,النتيجة
ScoreDegradesIn,النتيجة تنخفض في:
NeutralOwnerIn,مالك محايد في:
Tile,البلاط: {0}
RelicTile,بقايا بلاط
BannerTile,بلاط بانر
BonusCTPoints,نقاط المستوى الكندي الإضافية!
DailyRelics,القوة اليومية وآثار الأحداث
HeldRelics,المزايا الملتقطة
Tickets,التذاكر:
PurchaseTickets,شراء تذكرة
MoreTicketsIn,المزيد من التذاكر في:
CTTitleName,المنطقة المتنازع عليها
CTTeamStore,متجر الفريق
CTMyTeam,فريقي
CTTeamTrophies,جوائز الفريق
CTTickets,التذاكر
CTTeamTickets,تذاكر الفريق
CTNextTicketsIn,التذاكر التالية في:
CTTileSearch,بحث البلاط
CTOwner,المالك:
CTScore,النتيجة:
CTNeutralIn,محايد في:
CTPosition,المنصب:
CTUncaptured,لم يتم الاستيلاء عليها
CTCheckpoint,تم الوصول إلى نقطة التفتيش!
CTNewScore,نتيجة جديدة!
CTBestScore,أفضل نتيجة
TimeAttack,وقت الهجوم
ERR_NOT_LOGGED_IN,لم تقم بتسجيل الدخول
