//Input. Needs to be first e.g [I] replaced by click or tap,
Click,點擊
GameUIProfileAvatar55Name,自訂化身 - 星星禮帽Adora
GameUIProfileAvatar55ShortName,星星禮帽Adora化身
GameUIProfileAvatar55Description,你還可以委托誰來為耶誕樹加上最後的點睛之筆？好了，Adora，不要讓其他任何人靠近它！限時收藏家物品！
GameUIProfileBanner8Name,躍入太空個人檔案橫幅
GameUIProfileBanner8ShortName,躍入太空橫幅
GameUIProfileBanner8Description,橫幅獲勝者Galaksyz
GameUIProfileBanner9Name,面朝太陽個人檔案橫幅
GameUIProfileBanner9ShortName,面朝太陽
GameUIProfileBanner9Description,橫幅獲勝者Bohrokki
GameUIPowerSkinEnergisingTotemChristmasTreeName,自訂力量 - 耶誕樹活力圖騰
GameUIPowerSkinEnergisingTotemChristmasTreeShortName,活力滿滿耶誕樹
GameUIPowerSkinEnergisingTotemChristmasTreeDescription,用這顆五彩繽紛的耶誕樹讓您的猴子保持活力滿滿！限時收藏家物品！
GameUIPowerSkinDartTimeMatrixName,自訂力量 - 飛鏢時間停止
GameUIPowerSkinDartTimeMatrixShortName,飛鏢時間停止
GameUIPowerSkinDartTimeMatrixDescription,這可不是什麽小故障，雖然你此前沒見過，但我們保證你會喜歡上它。
GameUIMusicTrackMusicWinterChilledMixName,點唱機：冬夜 - 放鬆混音版
GameUIMusicTrackMusicWinterChilledMixShortName,冬夜 - 放鬆混音版
GameUIMusicTrackMusicWinterChilledMixDescription,在這首新的混音版曲目的陪伴下，放鬆、游戲和沉思
Achievement 134 Name,大衛對葛利亞
Achievement 134 Description,不使用英雄贏得一場頭目戰鬥勝利
Achievement 135 Name,香料味十足的Ninja Kiwi
Achievement 135 Description,在備用氣球回合，在只部署地面防禦塔的情況下通關香料群島
Achievement 136 Name,沒有收穫
Achievement 136 Description,在CHIMP模式，在不移除任何玉米的情況下通關玉米地。
Achievement 137 Name,學生貸款
Achievement 137 Description,"4 x 10^5（欠債$400,000）"
Achievement 138 Name,不缺致命一擊資訊
Achievement 138 Description,達成25000次致命一擊
GameRestartedTitle,游戲已重新開始
GameContinuedTitle,游戲已繼續
GameRestartedDescription,另一個玩家已重新開始游戲。
GameContinuedDescription,另一個玩家已繼續游戲。
EditorAbilityCooldown,技能冷卻速度
EditorRemovableCost,移除花費比率
AbilityCooldownIncreased,技能冷卻速度加快
AbilityCooldownDecreased,技能冷卻速度減慢
RemovableCostIncreased,移除花費增加
RemovableCostDecreased,移除花費減少
Disabled,已停用
ViewStats,查看統計數據
CloseSlot,關閉欄位
OpenSlot,打開欄位
CalloutBossCrusher,頭目粉碎者
CalloutBossCrusherDesc,對頭目造成{0}傷害
CalloutWellRounded,面面俱到
CalloutWellRoundedDesc,4種防禦塔，每種有{0} 座
CalloutEndlessPower,無窮力量！
CalloutEndlessPowerDesc,建立了{0}等級的典範
AnyGame,任意遊戲
AnyMap,任意地圖
AnyDifficulty,任意難度
AnyMode,任意模式
DataConsentTitle,啟用數據傳輸
DataConsentBody,您好！Ninja Kiwi需要使用您的遊戲資訊（包括IP地址、GameCenter名稱和遊戲進度）才能啟用征程、競速、頭目、組隊及其它活動。這樣可以嗎？
DataConsentAccepted,非常感謝！請享受這些活動帶來的樂趣
DataConsentRejected,沒關係。我們不會使用您的遊戲資訊，因此將禁用征程、競速、頭目、組隊活動。您仍可以玩單人遊戲，並且可隨時在設定選單中更改此項設定。
DataConsentCurrent,資料傳輸：{0}
DataConsentEnabled,已啟用
DataConsentDisabled,已停用
DataConsentReview,檢視
DataConsentYes,是
DataConsentNo,否
BionicAugmentation,仿生增强
BionicAugmentationDescription,當渦輪充能啟用時，仿生迴旋鏢能夠瞄準僞裝氣球
XrayUltra,X射綫超視野
XrayUltraDescription,超視野允許超猴看穿和擊穿阻擋的目標
BonusGlueGunner,獎勵粘膠槍手
BonusGlueGunnerDescription,每局遊戲開始時免費獲得一個粘膠槍手！（每局遊戲只能免費獲得1個猴子塔）
Achievement 139 Name,黏糊糊
Achievement 139 Description,黏住500000個氣球
Achievement 140 Name,揮金如土
Achievement 140 Description,一回合花費1000000現金
Achievement 141 Name,每日Reid
Achievement 141 Description,完成365個不同每日挑戰
Achievement 142 Name,我會捲土重來
Achievement 142 Description,在「繼續游戲」和「檢查點」上花費1000猴幣
PetSounds,寵物聲音
UserID,用戶ID
SunkenColumns,沉沒石柱
PsimbalsPsiSkinName,鐃鈸靈能術士皮膚
PsimbalsPsiSkinDescription,你準備好露兩手了嗎！？
HeroesStrikerJonesPetGermanShepherdName,攻擊者Jones德國牧羊犬寵物
HeroesStrikerJonesPetGermanShepherdShortName,攻擊者小狗寵物
HeroesStrikerJonesPetGermanShepherdDescription,攻擊者當然有一隻德國牧羊犬！用肩部發射的玩具和一隻强壯的狗狗玩取物游戲。僅限原始攻擊者Jones
HeroesETnPlacementBeamDownName,ET-n瞬間傳送放置和升級
HeroesETnPlacementBeamDownShortName,ET-n瞬間傳送
HeroesETnPlacementBeamDownDescription,這裏沒有召回或瞬間傳回。ET-n認爲傳送器更適合用來立即采取行動或給升級增加標志性的元素。僅限ET-n
TowerPetHeliPilotHummingbirdName,直升機飛行員寵物
TowerPetHeliPilotHummingbirdShortName,直升機飛行員寵物
TowerPetHeliPilotHummingbirdDescription,雖然直升機飛行員都會一些瘋狂的停懸技巧，但這隻漂亮的蜂鳥寵物證明了什麽叫一山更比一山高
TowerProjectileWizardZombiesName,法師死靈法師殭屍氣球
TowerProjectileWizardZombiesShortName,法師死靈法師氣球
TowerProjectileWizardZombiesDescription,召喚亡靈！這些死靈法師氣球和MOAB級氣球樂於瞬間秒殺入侵氣球。
BloonsAllBloonsDaisyChainName,雛菊花環氣球
BloonsAllBloonsDaisyChainShortName,雛菊花環氣球
BloonsAllBloonsDaisyChainDescription,所有氣球圍城一圈，都點綴上花束！用漂亮的花環裝飾所有常規類型氣球，慶祝春天的到來。限時收藏家物品！
BloonsBADSkinWhaleName,BAD鯨魚
BloonsBADSkinWhaleShortName,BAD鯨魚
BloonsBADSkinWhaleDescription,雖然我們傾向於認爲所有鯨魚都是友好的，但這隻長相可愛的洋紅色巨獸絕對是一隻BAD鯨魚。
CoopEmoteAnimationObynPeaceName,Obyn勝利手勢表情
CoopEmoteAnimationObynPeaceShortName,Obyn勝利手勢
CoopEmoteAnimationObynPeaceDescription,你的選擇 - 無論是想致以佛禪式問候，想讓他人緩和對玩家3的態度，還是想因為搞砸了你啟用的技能而致歉。Obyn勝利手勢都可以派上用場。限時收藏家物品！
CoopEmoteAnimationThinkingMonkeyName,思考猴子表情
CoopEmoteAnimationThinkingMonkeyShortName,思考猴子
CoopEmoteAnimationThinkingMonkeyDescription,一隻在思考的猴子是一隻好猴子。一邊思考一邊工作，或者想知道別人思考什麽。
GameUIProfileAvatar56Name,督伊德春花化身
GameUIProfileAvatar56ShortName,督伊德春花
GameUIProfileAvatar56Description,使用靚麗、沉思的督伊德化身，隨時召喚春天的魔力。限時收藏家物品！
GameUIProfileAvatar57Name,探索者猴子潛艇化身
GameUIProfileAvatar57ShortName,探索者潛艇化身
GameUIProfileAvatar57Description,在潛艇裏，只有把你的整張臉都壓在玻璃上才能獲得最好的視野。使用這個睜大眼睛的化身，表達一些對潛艇的愛意。
GameUIProfileAvatar58Name,雪人Fusty冰淇淋化身
GameUIProfileAvatar58ShortName,Fusty冰淇淋化身
GameUIProfileAvatar58Description,和你我一樣，冰霜Pat也喜歡冰淇淋。這顯然是生活中喜歡冰淇淋的我們的最佳化身。
GameUIPowerSkinRoadSpikesFlowerPatchName,自訂力量 - 花田路刺
GameUIPowerSkinRoadSpikesFlowerPatchShortName,花田路刺
GameUIPowerSkinRoadSpikesFlowerPatchDescription,誰說路刺需要看起來硬朗的工業摁扣？摘下這些帶刺的花，魚和熊掌兼得！
GameUIPowerSkinMonkeyBoostSugarRushName,自訂力量 - 糖份猴子强化
GameUIPowerSkinMonkeyBoostSugarRushShortName,糖份强化
GameUIPowerSkinMonkeyBoostSugarRushDescription,人類：衆所周知，如果攝入大量糖，我們會表現得更好。猴子：相同。
GameUIProfileBanner10Name,塗鴉才華個人檔案橫幅
GameUIProfileBanner10ShortName,塗鴉才華橫幅
GameUIProfileBanner10Description,橫幅獲勝者chompypaw
GameUIProfileBanner11Name,神秘死靈之書個人檔案橫幅
GameUIProfileBanner11ShortName,神秘死靈之書橫幅
GameUIProfileBanner11Description,橫幅獲勝者_Concilliabule_
GameUIProfileBanner12Name,蜜蜂鳴叫個人檔案橫幅
GameUIProfileBanner12ShortName,蜜蜂鳴叫橫幅
GameUIProfileBanner12Description,樹上鳴叫的蜜蜂正在爲我釀造蜂蜜。限時收藏家物品！
FilterAll,所有
FilterHeroPlacementUpgrades,放置特效
FilterHeroPets,寵物
FilterTowerPlacementUpgrades,升級特效
FilterTowerPets,寵物
FilterProjectiles,射彈
FilterFlags,旗
FilterPopFX,擊破特效
FilterAllBloonSkins,所有氣球皮膚
FilterRegularSkins,氣球皮膚
FilterMoabSkins,MOAB級氣球皮膚
FilterStandardEmotes,標準表情
FilterTextEmotes,文本表情
FilterSoundEmotes,聲音表情
FilterFullScreenEmotes,全螢幕表情
FilterMusicTracks,音樂曲目
FilterAvatars,化身
FilterPowerSkins,力量皮膚
FilterProfileBanners,個人檔案橫幅
FilterMisc,其他
Blast Chain Ability,爆炸鏈
Blast Chain Ability Description,水雷發射速度短時間内加快
TowerSpecial,特種猴子
Geraldo,Geraldo
Geraldo Short Description,神秘店主
Geraldo Description,店主Geraldo出售各種實用物品，並用他的閃電攻擊迅速消滅氣球。
Geraldo Level 1 Description,可買到的物品！射擊塔、一堆舊釘子、恐怖神像、罐裝醃菜。Geraldo還可以使用短程魔法攻擊。
Geraldo Level 2 Description,新物品！稀有Quincy公仔 - 保有時間越長，價值越高！
Geraldo Level 3 Description,新物品！識破隱形藥水 - 使猴子塔或英雄在短時間內能夠偵測偽裝。Geraldo的攻擊範圍增加。
Geraldo Level 4 Description,新物品！一管神奇膠水 - 可把它放在路徑上，減緩氣球速度。
Geraldo Level 5 Description,新物品！磨刀石 - 提高猴子塔或英雄銳器攻擊的穿透力。
Geraldo Level 6 Description,新物品！破舊的英雄斗篷 - 可將2階或更低階的飛鏢猴轉換成超猴！轉換的超猴只能升級到3階。
Geraldo Level 7 Description,新物品！利刃陷阱 - 可見氣球接觸到陷阱會觸發利刃風暴。Geraldo主攻擊的傷害和穿透力增加。
Geraldo Level 8 Description,新物品！一瓶傑瑞之火 - 280萬Bloonville單位的純辣醬！賦予猴子、英雄或僕從火焰攻擊，效果持續10回合。
Geraldo Level 9 Description,新物品！肥料 - 使目標香蕉農場的香蕉產量大幅增加，並獲得現金獎勵，效果持續幾個回合。Geraldo主攻擊的爆炸範圍增加。
Geraldo Level 10 Description,新物品！兔子寵物 - 噢，多可愛的小兔寶寶啊！
Geraldo Level 11 Description,新物品！回春藥劑 - 重置所有猴子塔和英雄的技能冷卻時間，恢復50點生命。Geraldo主攻擊的穿透力增加，罐裝腌菜使猴子塔對強化氣球造成額外傷害。
Geraldo Level 12 Description,新物品！瓶中精靈 - 召喚一個電漿驅動的精靈猴子，存在3個回合。恐怖神像現在有幾率使經過的可見MOAB級氣球陷入短暫眩暈。
Geraldo Level 13 Description,射擊塔射速加快，造成的傷害增加，一堆舊釘子造成的傷害增加。
Geraldo Level 14 Description,識別隱形藥劑的作用範圍增加，效果持續更久。
Geraldo Level 15 Description,磨刀石除了增加穿透力外，現在還可以增加傷害，利刃陷阱被觸發時可產生更強大的效果。
Geraldo Level 16 Description,一堆舊釘子升級成釘子地雷，罐裝腌菜可使猴子塔對強化氣球造成額外傷害，傑瑞之火可使作用對象造成額外的燃燒傷害。
Geraldo Level 17 Description,Geraldo的主攻擊造成的傷害增加，神奇膠水現在可小幅降低MOAB級氣球的速度。
Geraldo Level 18 Description,瓶中精靈獲得第二近戰攻擊，可對MOAB級氣球造成額外傷害，恐怖神像可對MOAB級氣球施放一個遮罩，如果被擊破，可對附近的氣球造成大量傷害。
Geraldo Level 19 Description,Geraldo主攻擊的攻速加快，範圍增加，造成的傷害增加，識破隱形藥劑可使作用對象對偽裝氣球造成額外傷害。
Geraldo Level 20 Description,新物品！典範力量圖騰 - 為下一個創建的典範增加典範力量。Geraldo的主攻擊造成的傷害增加。
Geraldo Shop shortname,商店
Geraldo Shop name,Geraldo的商店
Shooty turret name,射擊塔
Shooty turret description,一座手工建造的永久飛鏢射擊塔。
Stack of old nails name,一堆舊釘子
Stack of old nails description,是的，雖然只是一堆舊釘子，但把只要它們放在路徑上，就能輕鬆擊破那些離群的氣球。
Creepy idol name,恐怖神像
Creepy idol description,把這座看起來令人毛骨悚然的神像放在路徑旁邊，可嚇退靠近的氣球。
Jar of Pickles name,罐裝腌菜
Jar of Pickles description,試著對你的猴子塔使用這些罐裝腌菜，它短時間內造成的傷害會增加，但射擊速度會變慢。
Rare Quincy action figure name,稀有Quincy公仔
Rare Quincy action figure description,原始Quincy的限量版，Quincy公仔之子，品相完美！它的價值只會越來越高，還不趕緊買一個！
See invisibility potion name,識破隱形藥劑
See invisibility potion description,不管是什麼樣的猴子，只要用了這種靈丹妙藥，它就能輕鬆發現偽裝氣球！效力會逐漸衰退。
Tube of amaz-o-glue name,一管神奇膠水
Tube of amaz-o-glue description,真的很神奇！只要往路徑上塗上一管這種神奇膠水，接下來就會看到一連串氣球的速度降了下來。
Sharpening stone name,磨刀石
Sharpening stone description,朋友，磨快那些飛鏢吧！對你的飛鏢和利刃使用磨刀石，它們會變得比以往更加鋒利。
Worn heros cape name,破舊的英雄斗篷
Worn heros cape description,所有英雄都披著斗篷！把這件物品給你的飛鏢猴子，接下來就看著它變身吧！不過，使用條件有一點限制，只能是低階猴子，唉，辛酸啊。
Blade trap name,利刃陷阱
Blade trap description,把這種陷阱放在路徑上，第一個接觸它的氣球會被高速旋轉的利刃切成碎片！
Gerrys fire hot sauce name,一瓶傑瑞之火辣醬
Gerrys fire hot sauce description,280萬Bloonville單位。不管是誰，只要嘗一口這種特製辣醬，都得噴火！
Fertilizer name,肥料
Fertilizer description,你的農場里有香蕉嗎？想要更多香蕉嗎？直接把這種神奇的超強效肥料撒在你的農場，就能產出更多香蕉！
Pet rabbit name,兔子寵物
Pet rabbit description,有時你所需要的就是一隻超級可愛小兔兔寵物！或者幾隻！
Rejuv potion name,回春藥劑
Rejuv potion description,只需使用幾滴這種美味的藥劑，它的回春之力就能恢復損失的生命值，並重置技能冷卻時間。
Genie bottle name,瓶中精靈
Genie bottle description,這個光彩奪目的藍色瓶子中可以召喚出一個精靈猴子，不過要注意了，精靈可不會永久存在！（購買時不包括願望）。
Paragon power totem name,典範力量圖騰
Paragon power totem description,這件不可思議的神器可以提升下一個典範的力量…
EventEndingSoonText,此活動即將結束，現已停止入場。
EngineerMonkey Paragon,建造大師
EngineerMonkey Paragon Description,猴子工程學已發展成熟。創造三個能自行建造崗哨的巨型崗哨。
OptionsLogout,登出
ConfirmLogout,確認登出
ConfirmLogoutDesc,您確定要登出您的帳戶嗎？如果是的話，請在登出前記下您的帳戶詳情和連接代碼。\n\n{0}
VortexTagLine,從天而降
VortexTagLine2,致命空中主宰
Vortex,Vortex
VortexInfoPanelDescription,Vortex 移動快如閃電，並且可加快沿途其他氣球的速度！\n• 當生命值骷髏槽滿後，Vortex 可對自己施放護盾，並放出一個衝擊波，可在離開路徑前擊暈附近的防禦塔。\n• Vortex會周期性地發射出風暴脈衝，摧毀路徑上的任何非力量射彈。
